name	location	median_u	median_i	num_u	num_i	all_u	all_i
c61r18.35L13	b1C9	0.00700391255374	0.433078916714	12	12	[0.00580668303559, 0.00700441472738, 0.0071699969448, 0.00482455603275, 0.00547414422838, 0.00508051294976, 0.00601752026823, 0.0083228515054, 0.00700341038011, 0.013596990546, 0.013185595999, 0.0123305698462]	[0.394393186351, 0.422531396479, 0.541381967366, 0.362990750596, 0.329709183269, 0.444134008772, 0.48324966818, 0.532579925985, 0.564542425166, 0.429458913093, 0.436698920336, 0.39549168093]
c61wt.bc3.E	b10E9	0.0745890955217	5.91289812791	3	3	[0.0745890955217, 0.0689950342297, 0.0922970636889]	[5.09592561324, 5.91289812791, 7.40995137253]
c61wt.bc2.K	b10E8	0.0425658697614	3.10833477743	3	3	[0.0453462316314, 0.0425658697614, 0.0395662681849]	[3.10833477743, 2.89969033481, 3.25675507892]
c65r18.10L14	b9H2	0.00576329330414	0.00974900388834	3	3	[0.00703668468757, 0.00576329330414, 0.00442624462394]	[0.0116405927145, 0.00974900388834, 0.00447947394564]
c61wt.bc2.E	b10E2	0.0215773527847	2.99183953764	3	3	[0.0279780326735, 0.0215773527847, 0.0215297976282]	[3.73612021994, 2.9177664145, 2.99183953764]
c61wt.bc1.K	b10E1	0.0342430120632	2.60123022051	3	3	[0.0342430120632, 0.0332237762178, 0.0365479013007]	[2.5739315987, 2.60123022051, 3.17750746044]
c61wt.bc2.J	b10E7	0.0299425761579	2.69912607395	3	3	[0.0272601867778, 0.0322892351584, 0.0299425761579]	[2.59142228288, 2.69912607395, 2.93462811343]
c61wt.bc2.I	b10E6	0.021509100067	2.79869479751	3	3	[0.0259624242039, 0.021509100067, 0.0161604197646]	[3.33692338756, 2.79869479751, 2.73869802923]
c61wt.bc2.H	b10E5	0.0319536228708	2.83613976128	3	3	[0.0319536228708, 0.0305943902386, 0.0353972889066]	[2.80157026218, 2.83613976128, 3.61795556443]
c61wt.bc2.G	b10E4	0.0312185262638	2.93410170565	3	3	[0.0322748497087, 0.0312185262638, 0.0292676446848]	[2.93410170565, 2.96474490597, 2.91935982878]
c71r18.10L12	b2G5	0.0274050654863	1.68770881814	9	9	[0.0274947498788, 0.0269007165158, 0.0288211113059, 0.0203816320778, 0.0220024948132, 0.0219159980202, 0.0274050654863, 0.0332641861772, 0.0342391220717]	[1.88625036245, 1.60866653297, 1.49591553304, 1.71154823875, 1.23373956498, 1.68770881814, 2.10326505921, 1.58945547109, 1.85798425513]
c71r18.10L11	b2G4	6.34978831968	16.0225882897	8	9	[5.94066285777, 6.34525871424, 4.11192799712, 5.59380729313, 6.35431792512, 8.32908838887, 9.07106163967, 10.2330350735]	[22.2575114675, 16.0225882897, 26.3628694843, 8.32059716972, 11.9292863639, 15.0807476375, 15.6600442085, 16.6059787802, 20.5876464274]
c60r18.10L24	b7G4	0.021508201814	0.673936533995	3	3	[0.021508201814, 0.0231440866933, 0.0142492636599]	[0.656845809699, 0.673936533995, 0.879122264876]
c71r18.10L14	b2G7	0.21698700361	7.66082535389	12	12	[0.252073147693, 0.253693764119, 0.257169174603, 0.195225503537, 0.203281103022, 0.178496385571, 0.246996815784, 0.230692904197, 0.253468990451, 0.125422798079, 0.130694456383, 0.152859712345]	[8.36092473057, 7.52867948783, 8.96685687165, 10.6346404051, 8.35351387688, 9.07678774671, 7.42361405002, 7.19643701288, 7.1148198014, 5.70836951844, 5.9470235268, 7.79297121995]
c81r18.10L07	b8A8	0.00718561434382	0.0141891839293	3	3	[0.00718561434382, 0.00670387062513, 0.00974389222698]	[0.0141891839293, 0.0100086500877, 0.0244310849486]
c60r18.10L02	b7D9	0.0712198656678	1.63114536892	6	6	[0.119470993076, 0.0936480082918, 0.130758821959, 0.0428639796561, 0.0471681320997, 0.0487917230437]	[2.12325374081, 2.44000276753, 2.11276477524, 1.14952596261, 1.14291916592, 1.12105188633]
61c-ocl.35L16	b5C8	0.00533395956934	0.0023587943173	6	9	[0.00605469248812, 0.00597004491518, 0.00608039454927, 0.00341704091604, 0.00374000035009, 0.0046978742235]	[0.00209001348374, 0.0023587943173, 0.00328866658846, 0.00355076898689, 0.00231005666268, 0.00278908537849, 0.00227688104263, 0.00197455515633, 0.0025772053109]
61c-ocl.35L17	b5C9	0.00685011046157	0.00481836508921	6	13	[0.00605704393622, 0.00724514398846, 0.00645507693468, 0.00601971593121, 0.00747085645319, 0.0104199346453]	[0.00012481320126, 0.00319125657843, 0.00544464150872, 0.0065424875813, 0.00481836508921, 0.00508178312797, 0.00746069570217, 0.000374639157974, 0.000277613702209, 0.00307239846416, 0.00443118835628, 0.00559725883447, 0.00749237367359]
c60r18.10L01	b7D8	0.804021396211	11.4611994027	6	6	[1.21698898112, 1.46865402815, 1.38721060263, 0.356208231469, 0.327947769518, 0.391053811302]	[15.4279277538, 15.623603694, 19.2409448346, 7.20485036676, 7.33573382785, 7.4944710516]
61c-ocl.35L10	b5C2	0.00501106279556	0.0036333732273	6	11	[0.0052291476974, 0.00510642199949, 0.0062769293842, 0.00479858414568, 0.00476696211275, 0.00491570359162]	[0.00280109536063, 0.0023635617477, 0.00339699382075, 0.00509605418548, 0.00407457510754, 0.0036333732273, 0.00290592928407, 0.0029419722645, 0.00393697131994, 0.00384816913491, 0.00416494141668]
61c-ocl.35L11	b5C3	0.545477164529	0.0257327194526	9	15	[0.666576802536, 0.703487252543, 0.794534116436, 0.525886512928, 0.513201935617, 0.526237449847, 0.528358676132, 0.545477164529, 0.576214211261]	[0.0211431290215, 0.02508385727, 0.0324899918652, 0.0212718258502, 0.025091816168, 0.0350758116829, 0.0257327194526, 0.0189765994424, 0.0217909994772, 0.0276270397813, 0.0255150137943, 0.0265897705056, 0.0424389414392, 0.0412864817059, 0.0419769275804]
61c-ocl.35L09	b5C1	0.00573154995862	0.00185620872529	6	11	[0.00438747277087, 0.00475193251623, 0.00592101514799, 0.00737513622837, 0.00638775681497, 0.00554208476924]	[0.00137943326426, 0.000731980100078, 0.00135408367109, 0.00168974226501, 0.00186303198941, 0.00212447012534, 0.00210077093771, 0.00225993586813, 0.00185620872529, 0.00161555036238, 0.00216639343373]
