run	log_F	b5B8_log_P	b5B8_weight	b5D1_log_P	b5D1_weight	b5F5_log_P	b5F5_weight	b5H1_log_P	b5H1_weight	b5H5_log_P	b5H5_weight	b5B2_log_P	b5B2_weight	b5C3_log_P	b5C3_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5B9_log_P	b5B9_weight	b5E4_log_P	b5E4_weight	b5F6_log_P	b5F6_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5B3_log_P	b5B3_weight	b5C5_log_P	b5C5_weight	b5F3_log_P	b5F3_weight	b5G9_log_P	b5G9_weight	b5H4_log_P	b5H4_weight	b5G1_log_P	b5G1_weight	b5F8_log_P	b5F8_weight	b5G6_log_P	b5G6_weight	b5G3_log_P	b5G3_weight	b5B5_log_P	b5B5_weight	b5C4_log_P	b5C4_weight	b5C8_log_P	b5C8_weight	b5B7_log_P	b5B7_weight	b5C2_log_P	b5C2_weight	b5C1_log_P	b5C1_weight	b5C9_log_P	b5C9_weight	b5A8_log_P	b5A8_weight	b5C7_log_P	b5C7_weight	b5D5_log_P	b5D5_weight	b5D3_log_P	b5D3_weight	b5D7_log_P	b5D7_weight	b5D2_log_P	b5D2_weight	b5D6_log_P	b5D6_weight	b5D4_log_P	b5D4_weight	b5F7_log_P	b5F7_weight
fit	3.228114533980007	-3.8551255172042653	1.0	-7.760498523861557	1.0	-6.444230324584941	1.0	-2.410688498251572	1.0	-6.414231982257548	1.0	-5.857303136702257	1.0	-3.336224363859727	1.0	-1.1664280567506122	1.0	-4.52046298927426	1.0	-4.052265264810089	1.0	-2.194085652836818	1.0	-8.390281437991858	1.0	-1.113569619542595	1.0	-5.780715633221547	1.0	-2.6466812423581447	1.0	-1.315759077475903	1.0	-5.435337153859104	1.0	-21.56336215852222	1.0	-1.5196158517058567	1.0	-4.9922597935676425	1.0	-4.993107930722942	1.0	-5.07430279665365	1.0	-5.696945649379272	1.0	-6.42214875965063	1.0	-6.997772543825843	1.0	-7.1563837633699	1.0	-9.651789113857907	1.0	-8.807303062387081	1.0	-9.901700863911428	1.0	-8.872075757299003	1.0	-8.70292326396073	1.0	-8.247199859793282	1.0	-5.2322939963287824	1.0	-11.291418527515244	1.0	-7.168490457997917	1.0	-10.262370789801123	1.0	-10.324229423001986	1.0	-11.559086581720491	1.0	-22.5625783133956	1.0	-8.004240897778503	1.0	-1.7975326603374144	1.0
samp_00	3.094145388824908		0.0	-7.766165689968991	4.0		0.0	-2.4775318295769297	2.0	-6.435563619617011	1.0		0.0		0.0	-1.2453148519533688	1.0		0.0		0.0	-2.2625528990142034	1.0	-8.402154842033953	1.0	-1.192901394761187	1.0	-5.810101206943861	1.0	-2.711790206761775	2.0	-1.3925016565678203	3.0	-5.460348789455668	2.0	-24.017405102739453	2.0		0.0	-5.0316285976941115	2.0		0.0		0.0		0.0	-6.426012220118474	2.0		0.0	-7.122304006046505	1.0	-9.646099709107292	2.0		0.0	-9.906237213873997	2.0	-8.863998309088739	1.0		0.0		0.0		0.0		0.0	-7.1498584189916174	4.0	-10.235271953039929	3.0	-10.337913964274518	1.0		0.0		0.0		0.0	-1.8679836468564412	2.0
samp_01	3.2938069183121947	-3.828606318157494	1.0	-7.758125110214275	1.0	-6.435027793801224	1.0		0.0	-6.404639954892316	1.0	-5.848780111769325	1.0	-3.306911822396275	2.0	-1.1269582107405376	2.0		0.0		0.0		0.0	-8.384940278768347	1.0	-1.073844286057415	1.0	-5.767365194259114	4.0	-2.614579902302746	1.0		0.0		0.0		0.0	-1.4829696473939216	1.0	-4.9738569746652805	3.0	-4.973131351765611	1.0	-5.052484811312979	1.0	-5.683425989264049	2.0	-6.421282266199497	1.0	-6.989200879483846	1.0		0.0	-9.654018811307942	1.0		0.0		0.0	-8.875609255834512	1.0	-8.700459974735026	1.0	-8.252898248864296	2.0	-5.218904589949569	1.0	-11.28013407484378	2.0	-7.177605481429101	2.0		0.0	-10.316065821201745	1.0	-11.558519673045321	2.0	-21.797822912060877	1.0	-8.010324799904177	1.0		0.0
samp_02	3.0574871745763166		0.0		0.0	-6.470991619444328	3.0		0.0		0.0	-5.88336763239414	4.0	-3.41244300891172	2.0		0.0		0.0	-4.119745427194196	1.0	-2.2811845373554425	1.0		0.0		0.0		0.0	-2.7295129432437477	1.0	-1.4131750885977272	1.0	-5.467832229647189	2.0	-23.841366516955663	1.0		0.0	-5.042826362688725	3.0		0.0	-5.132956377383671	1.0		0.0	-6.427601814833243	1.0	-7.022418075178568	1.0		0.0	-9.644272639146775	1.0	-8.808629934009446	3.0	-9.908113197401772	1.0	-8.86211152902832	1.0	-8.710333695709524	2.0	-8.231020777900529	2.0	-5.270902597262525	1.0		0.0	-7.144783110453472	2.0	-10.227068332436795	2.0	-10.344258767694635	2.0		0.0	-25.113563405769526	1.0	-7.987301368386752	1.0		0.0
samp_03	3.151100427111268	-3.886491292776269	1.0	-7.763661131622466	1.0		0.0		0.0	-6.4260882411023035	3.0		0.0	-3.3706293255206514	1.0		0.0	-4.547406434125394	1.0	-4.082579248113879	2.0		0.0	-8.397017798231712	3.0		0.0		0.0		0.0		0.0	-5.4493934328409175	1.0	-22.052477847822065	1.0		0.0	-5.01462675617896	4.0		0.0	-5.100462134114896	1.0		0.0	-6.424226231027921	1.0	-7.008196807065673	1.0		0.0	-9.648315484679763	1.0		0.0	-9.905153113359857	2.0	-8.867776115395348	2.0	-8.706198603093647	2.0	-8.240139461035632	1.0	-5.249083949647615	3.0	-11.30922008333224	1.0	-7.157690080899029	1.0	-10.2443628618036	1.0	-10.3327693207114	2.0		0.0		0.0	-7.996728615743264	3.0	-1.8382045235002247	1.0
samp_04	3.3427096259658686	-3.8090134140876546	1.0	-7.756484950220871	1.0		0.0		0.0		0.0	-5.842948917584532	1.0	-3.2852196405385117	1.0	-1.0972124772549339	1.0		0.0	-4.00789150323582	1.0		0.0	-8.38112029834366	1.0		0.0	-5.757898414256838	3.0	-2.5906307502341477	1.0	-1.2486340308785806	1.0		0.0	-23.385449891351733	1.0		0.0		0.0		0.0	-5.036545362750173	3.0	-5.673833820133904	3.0	-6.421074034674917	1.0	-6.983088353060647	3.0	-7.184304989190867	3.0	-9.65629684176505	1.0	-8.806739617540035	2.0	-9.899365422425662	1.0	-8.87813051358985	1.0		0.0	-8.25714473809311	1.0		0.0	-11.276934560085737	3.0	-7.1843517542601525	1.0	-10.282769185758722	1.0		0.0		0.0	-24.699817542202908	2.0	-8.01475088179938	2.0		0.0
samp_05	3.210990715969454	-3.8620624363231184	1.0		0.0		0.0		0.0		0.0		0.0	-3.3438610224086895	1.0	-1.1766069152020988	1.0	-4.526385838159706	1.0	-4.058960094167291	1.0		0.0	-8.391740435040425	1.0	-1.1238144575258606	1.0	-5.784297376677589	1.0	-2.6550075347711592	1.0		0.0	-5.438331687466574	4.0		0.0	-1.5290966772069594	1.0	-4.997146462792607	1.0	-4.998395123825082	4.0	-5.080047224166557	1.0		0.0		0.0		0.0		0.0	-9.651227262491966	2.0	-8.807480253781597	3.0	-9.902608806456044	2.0	-8.871041520946775	1.0		0.0		0.0	-5.235923398309503	2.0	-11.294672167312426	1.0	-7.166119677235141	1.0	-10.259090378099211	1.0	-10.325266635327077	1.0	-11.568078032933396	3.0	-23.039912202350116	2.0	-8.002662954359105	1.0	-1.8065976813923559	1.0
samp_06	3.132340912846415		0.0		0.0	-6.458747749658206	1.0	-2.4585739483107525	1.0	-6.429229771964788	1.0		0.0	-3.378994586788194	1.0		0.0	-4.554009824675617	4.0		0.0	-2.2431457772736834	1.0	-8.398690635104817	1.0		0.0	-5.801399819446484	1.0	-2.693273496053062	1.0	-1.370807646776167	2.0	-5.452853409577487	3.0		0.0	-1.5724080063588184	1.0	-5.020173116699534	1.0	-5.0231678708932055	1.0		0.0	-5.717905661950194	1.0	-6.424608356398061	2.0	-7.011187337849304	2.0	-7.132148879328489	1.0	-9.64770972625173	1.0	-8.807984122312986	2.0	-9.906199745741482	1.0	-8.866701667565819	1.0		0.0	-8.23827537641324	2.0	-5.253311195715147	1.0	-11.318634010398734	1.0		0.0	-10.242805573674067	1.0	-10.334612130742975	1.0	-11.576497840677634	2.0	-21.98414008542416	1.0	-7.9948760910440795	1.0		0.0
samp_07	3.1295489527729	-3.8952826290798046	2.0	-7.764627387270452	1.0	-6.459185344768895	2.0		0.0	-6.429684353688314	1.0	-5.871681228005433	1.0	-3.3802280689157147	1.0		0.0		0.0	-4.091058504116187	1.0	-2.2445538164710146	1.0		0.0	-1.1721866112609576	2.0	-5.802012782828424	1.0	-2.694613693182054	3.0	-1.372380420842834	1.0	-5.453394129055036	1.0	-19.904068779127396	2.0		0.0		0.0		0.0	-5.107840112267073	1.0	-5.718532549425863	2.0		0.0	-7.011588892634421	1.0	-7.131438337352004	3.0	-9.647461128714271	1.0		0.0	-9.905300593846048	2.0		0.0		0.0		0.0		0.0	-11.31596821787066	1.0	-7.154771453630044	4.0	-10.241984271384194	2.0		0.0	-11.600416702257373	1.0		0.0	-7.994666569545097	1.0	-1.8494638443865261	2.0
samp_08	3.379280108735543	-3.794447854071513	1.0	-7.755354240035248	1.0	-6.423903403208131	3.0		0.0		0.0	-5.838909642926746	1.0		0.0		0.0		0.0		0.0	-2.115733258488047	1.0	-8.378441671379736	2.0	-1.021393559188669	2.0		0.0		0.0	-1.2269016847163676	2.0	-5.411693126298993	1.0	-21.18873990706422	1.0	-1.4347542970088627	3.0		0.0	-4.9480140114567455	1.0	-5.0248377061667835	1.0	-5.6669300990314175	2.0		0.0	-6.978709836845938	1.0	-7.192914406241975	1.0		0.0	-8.806532407030446	2.0	-9.898017964115613	1.0	-8.8800381698007	1.0	-8.697728257033642	1.0	-8.260071097189186	3.0	-5.202846365415595	1.0	-11.266038776940574	3.0	-7.189332475280826	1.0		0.0	-10.307185888818188	1.0		0.0	-22.16880732399177	1.0	-8.017976038324049	1.0	-1.7167136476147187	1.0
samp_09	3.220849664570165		0.0	-7.760831951364985	4.0	-6.4452774700155695	1.0	-2.414325070114537	1.0	-6.415314452917919	1.0		0.0	-3.3394747839075016	1.0		0.0	-4.522971486083526	1.0	-4.0551086298143755	1.0	-2.1977890995327183	2.0	-8.39093325403342	1.0	-1.1179133277042734	2.0	-5.782236434965782	2.0		0.0	-1.3199447263117492	2.0		0.0	-25.038023853314485	1.0		0.0	-4.994331669212403	3.0	-4.995343438049458	1.0	-5.076733952799586	1.0		0.0		0.0	-6.998752279521117	1.0		0.0	-9.651459434131265	2.0	-8.807420409164527	1.0	-9.902450617056711	2.0	-8.87167247966672	1.0		0.0		0.0	-5.233839275350188	3.0		0.0	-7.167478109079922	2.0		0.0	-10.32523230947853	1.0	-11.563616441882921	1.0	-26.322943113349037	1.0	-8.003526764094957	1.0		0.0
samp_10	3.2621367626793947	-3.841360758048006	3.0		0.0	-6.439360891001087	1.0	-2.393579167559541	1.0		0.0	-5.852761907138134	5.0		0.0	-1.1460306108584046	2.0		0.0	-4.039002890722793	1.0	-2.1765182606256843	1.0	-8.387486972872553	2.0	-1.0930582403788716	2.0	-5.77371039451973	1.0		0.0		0.0	-5.429562061128369	1.0		0.0	-1.5006831043963171	1.0	-4.982644533567461	2.0		0.0		0.0		0.0	-6.421624798060858	2.0	-6.993255177503917	5.0		0.0		0.0		0.0		0.0	-8.873962081624109	1.0		0.0		0.0		0.0	-11.288974778740355	1.0	-7.173182100510799	1.0		0.0	-10.320898217219817	2.0		0.0		0.0	-8.007418962909682	3.0	-1.7794663319672581	3.0
samp_11	3.2110133284459774		0.0	-7.7612122344379575	1.0		0.0	-2.419255623992037	2.0	-6.41679340615728	2.0	-5.859669178201257	1.0		0.0	-1.176627922719699	3.0		0.0		0.0	-2.2028512949853156	2.0		0.0	-1.1238423740808001	2.0	-5.78429734176484	1.0		0.0		0.0		0.0	-23.625531296674467	1.0		0.0	-4.997141538355177	2.0		0.0		0.0	-5.700570908313321	2.0	-6.422469195994607	2.0	-7.000066582656727	1.0		0.0		0.0	-8.807502128769446	2.0	-9.90300136124829	3.0	-8.871048720439736	2.0		0.0		0.0	-5.235920814585181	2.0	-11.298881510465007	2.0	-7.166136862132589	1.0	-10.25876026485418	2.0	-10.326305581050681	2.0		0.0	-25.5575094715637	2.0		0.0	-1.8065916221475664	1.0
samp_12	3.247218555050597	-3.8473852242307878	3.0		0.0	-6.441475523114649	1.0	-2.401086780046169	3.0	-6.411390506353887	2.0	-5.854748976785345	4.0	-3.327718251853648	1.0	-1.1549911685460206	2.0	-4.5138683320372035	1.0		0.0	-2.184224731274039	1.0		0.0	-1.1020708730671331	1.0	-5.7767543871218265	1.0		0.0		0.0		0.0	-24.707993941627418	1.0	-1.5089998353362937	1.0	-4.986844009308581	1.0	-4.987241520213874	1.0	-5.067909331062271	1.0	-5.692935416449334	2.0		0.0	-6.99522105759146	2.0		0.0	-9.652499652422266	1.0	-8.807261927831014	3.0		0.0	-8.873029447640125	1.0		0.0	-8.248780974457915	1.0	-5.2283137750278605	1.0		0.0		0.0	-10.266156890728409	1.0	-10.32174921532698	1.0	-11.561574578790347	1.0	-26.040928391149432	2.0		0.0		0.0
samp_13	3.237833339362278	-3.851186222047318	1.0		0.0	-6.4428351413447675	1.0	-2.4057959850223565	1.0	-6.412789085404481	1.0		0.0		0.0		0.0	-4.51709847815114	1.0	-4.048469862224216	1.0		0.0	-8.389522196815621	2.0	-1.1077143220290695	1.0	-5.778679736912066	1.0		0.0	-1.310086888741926	2.0	-5.433671959910788	2.0	-20.87076860510732	2.0	-1.5142145477702043	1.0	-4.989493608060338	1.0		0.0	-5.07104189324635	1.0	-5.6948819233670225	1.0	-6.4219794922193065	1.0	-6.996465050301409	2.0	-7.158711192353454	1.0	-9.652219998409967	1.0	-8.807376642400461	1.0	-9.901955765590197	2.0	-8.87250772029124	1.0	-8.70271476054091	1.0	-8.248057415933493	1.0	-5.230260783766464	2.0	-11.292005368493806	2.0	-7.169898695451412	1.0	-10.264413981458274	1.0	-10.323563344833559	1.0	-11.548429919556852	1.0	-20.645142832986462	1.0		0.0	-1.7923830225499466	1.0
samp_14	3.335628866312983	-3.811831725106324	1.0		0.0	-6.429438594888214	1.0		0.0	-6.398914710814988	1.0	-5.843760298803636	3.0	-3.2883564133306087	1.0		0.0		0.0	-4.010568263420021	3.0	-2.1384476800722427	1.0	-8.381737435463668	1.0	-1.048267008383416	1.0	-5.7592222873468115	1.0		0.0	-1.2527243873025928	3.0		0.0	-24.724777350260894	2.0	-1.4594396904658165	1.0	-4.962479525581928	1.0	-4.9607116852950375	1.0	-5.038843400483431	1.0	-5.675204610900352	2.0		0.0		0.0		0.0	-9.656063257125833	1.0	-8.806774392188693	2.0		0.0	-8.877727417142411	2.0	-8.699157509121733	2.0	-8.256606677250625	1.0		0.0	-11.27762458969927	1.0		0.0	-10.283348693025609	3.0		0.0		0.0	-25.70410743963864	2.0	-8.01412426536064	1.0	-1.7401781281884054	1.0
samp_15	3.4326969627955277	-3.773286867840734	1.0	-7.75382829132921	1.0	-6.417423140289034	1.0	-2.3072704795969163	1.0	-6.386459390124633	1.0	-5.833438374000285	2.0		0.0		0.0	-4.4518626774230805	2.0		0.0		0.0	-8.374596088214535	2.0	-0.9880579527277189	1.0	-5.741488452660091	1.0	-2.546399923997493	1.0	-1.1949191003894397	2.0		0.0	-22.48152399253728	1.0	-1.4042542974974357	1.0		0.0	-4.932810787910819	3.0	-5.007934089630284	1.0	-5.657247819622415	1.0		0.0	-6.972523991788472	1.0	-7.205180772536116	2.0	-9.659071516239871	1.0	-8.806381506992011	2.0	-9.89733553723226	1.0	-8.882615658935435	1.0	-8.696094186897986	1.0	-8.264351556298832	3.0		0.0		0.0		0.0	-10.300384392833296	1.0	-10.306401892380382	1.0		0.0		0.0	-8.022489360829967	1.0	-1.687767090620133	3.0
samp_16	3.144157905712659	-3.889297577356487	1.0	-7.763929657017062	1.0	-6.4568817462354	1.0	-2.4526701033590586	1.0	-6.4272990956627245	2.0	-5.869429768113279	2.0	-3.37370069797973	1.0		0.0	-4.549823085085677	1.0	-4.08527371387488	2.0		0.0	-8.397603097517113	2.0	-1.1635492015564617	1.0		0.0	-2.6875230806749473	1.0	-1.364046766571533	1.0		0.0		0.0	-1.5659148416316482	1.0		0.0		0.0		0.0	-5.7152335234332305	3.0	-6.424223063831183	1.0		0.0	-7.135180499600874	2.0	-9.648135864106537	1.0	-8.807918754902722	2.0	-9.90501172289691	1.0	-8.867326704506391	2.0		0.0		0.0	-5.250616625570141	1.0		0.0		0.0	-10.245347381354014	1.0	-10.334290609448518	2.0	-11.573940456179685	2.0	-25.61181761308517	1.0	-7.996054419980876	3.0	-1.8418095163085688	1.0
samp_17	3.1458543896665954		0.0	-7.7638632940978445	1.0		0.0	-2.451820624599505	1.0		0.0		0.0	-3.372940670603457	1.0	-1.2151335115590167	1.0		0.0	-4.084603493556128	2.0		0.0		0.0		0.0	-5.798389503956897	2.0	-2.6867018346635816	2.0	-1.3630836631502627	2.0	-5.450277728236568	1.0		0.0	-1.5649944177223942	2.0		0.0	-5.01885688810781	2.0		0.0		0.0	-6.424169393374067	3.0	-7.009227881208061	3.0	-7.135613360268138	1.0	-9.648358328956592	1.0		0.0	-9.904767645159458	4.0	-8.867401322900706	2.0	-8.70648167418999	1.0	-8.239600072784398	2.0	-5.250240192036766	1.0	-11.312296202823124	1.0	-7.15702675174051	1.0	-10.24591893058667	1.0		0.0		0.0	-24.970241769497175	2.0	-7.996239918105256	1.0		0.0
samp_18	3.0643795307156307		0.0		0.0	-6.46981195561561	1.0	-2.4923298786953585	1.0	-6.440638828774085	1.0	-5.882204956967942	2.0	-3.4093576622204136	6.0	-1.262617362707388	3.0	-4.578318838800608	1.0	-4.116987021870332	1.0		0.0		0.0		0.0		0.0	-2.726175962352693	1.0	-1.409281072740575	1.0	-5.466419288005113	1.0		0.0	-1.6093785729215864	2.0		0.0		0.0		0.0		0.0	-6.427282058927647	3.0	-7.021342249480731	1.0	-7.114634107434694	2.0		0.0	-8.808556740969516	3.0		0.0	-8.862653199710108	1.0	-8.710063828717137	2.0	-8.231769423691574	1.0		0.0	-11.328869989253274	1.0	-7.145708292656633	1.0	-10.2283565227208	1.0	-10.342938583867975	1.0	-11.580559948772157	2.0		0.0		0.0	-1.8834972392284668	1.0
samp_19	3.240527655715125	-3.8500943904524556	1.0	-7.76009158572491	2.0	-6.442450022967618	1.0		0.0	-6.412388846074867	1.0	-5.855626810185477	2.0	-3.330696340149867	1.0	-1.1589898256347737	2.0	-4.5161683499221725	1.0		0.0	-2.1876688278533742	1.0		0.0	-1.1060942365002595	2.0		0.0	-2.6406035489988438	2.0		0.0	-5.433218910123186	3.0		0.0	-1.5127207685032116	2.0		0.0		0.0	-5.070135697568435	2.0	-5.6943288400492875	2.0	-6.421933098212583	1.0	-6.996141741300944	1.0		0.0		0.0	-8.807360105694778	2.0		0.0		0.0	-8.702606368710693	2.0	-8.24832592208941	1.0		0.0	-11.29680780986911	1.0	-7.170218643251632	4.0	-10.26442463825238	1.0	-10.323648711423134	2.0		0.0		0.0		0.0	-1.7909520434666582	1.0
samp_20	3.0630624969099016	-3.9225948896359473	3.0		0.0		0.0	-2.4929933712819956	1.0	-6.4408877496051495	2.0		0.0	-3.4099560903964226	1.0	-1.2633825263833358	1.0	-4.578788447718377	2.0		0.0	-2.278363978354766	2.0		0.0		0.0		0.0		0.0	-1.4100431789087986	1.0		0.0	-24.685682459624918	1.0		0.0	-5.041100492646562	3.0	-5.045544381720753	1.0		0.0	-5.733962144202204	2.0	-6.427310051674723	1.0		0.0	-7.114315981531177	1.0	-9.644657544215336	2.0		0.0	-9.907567043643786	3.0	-8.862495295522255	5.0		0.0		0.0	-5.269559969450929	3.0	-11.329449872975973	2.0		0.0	-10.227930778640255	2.0	-10.343038907320041	2.0		0.0		0.0		0.0		0.0
samp_21	3.1591781823869356	-3.883164658062574	1.0	-7.763386997495044	1.0	-6.45454074905568	2.0	-2.445178308395981	1.0	-6.424908200656818	1.0		0.0	-3.36700150280757	2.0	-1.207289161954606	1.0		0.0	-4.0793437879409575	1.0	-2.2294219697210753	3.0	-8.396340064976794	1.0	-1.1546796034758158	2.0		0.0	-2.6802291900687965	1.0		0.0	-5.4477652325945	2.0		0.0		0.0	-5.01221970318453	1.0		0.0	-5.097658414481374	1.0	-5.711881880596357	1.0	-6.423767459209954	2.0	-7.007319386910904	1.0		0.0	-9.64928307647681	1.0	-8.807886429331377	3.0	-9.904525523855932	1.0	-8.868135733638894	1.0		0.0		0.0		0.0		0.0	-7.158891246152393	1.0	-10.248381958351665	1.0		0.0	-11.571242997092236	2.0	-23.343617725252784	1.0	-7.997541020661196	4.0	-1.833929520086695	1.0
samp_22	3.4614688130030253		0.0	-7.753180779126163	1.0		0.0	-2.292650595120426	1.0	-6.3829979937380505	1.0		0.0		0.0	-1.0236942438130023	4.0		0.0		0.0	-2.0726024356876813	2.0	-8.37248008552155	3.0		0.0	-5.736406749797752	1.0		0.0		0.0	-5.401163564749122	1.0	-24.676033614134695	1.0	-1.387733776121609	1.0	-4.929924598999744	1.0	-4.924809636183075	2.0	-4.99908627311934	2.0	-5.652158339224413	1.0	-6.42183651673667	1.0	-6.969373374279201	4.0		0.0		0.0	-8.806303896400978	2.0	-9.895616936458799	3.0	-8.883886439214374	1.0	-8.69556482672843	2.0		0.0	-5.189029851564117	1.0		0.0	-7.200065470261265	1.0	-10.30465980382637	2.0		0.0		0.0	-25.859081749451555	1.0		0.0	-1.6720476880649382	1.0
samp_23	3.311352322858855		0.0	-7.757557344814527	2.0		0.0		0.0	-6.402242272086132	1.0		0.0	-3.299161125135315	4.0	-1.1163101397377841	1.0	-4.492018950889698	1.0	-4.019948128548405	2.0		0.0	-8.383591800026897	2.0		0.0		0.0	-2.6059883164745505	4.0		0.0		0.0	-22.835687486655214	1.0	-1.4731214583621615	2.0	-4.969051875888683	2.0	-4.967894458650924	1.0	-5.046726541102899	1.0		0.0	-6.421178546706119	1.0	-6.986959410764783	1.0		0.0		0.0	-8.806905936420463	2.0	-9.899869818166975	1.0	-8.876312725178158	1.0	-8.699977614452843	3.0		0.0		0.0	-11.28418722873712	1.0	-7.180030376912368	1.0		0.0	-10.315780303638697	1.0		0.0	-24.024824461023254	1.0	-8.012004665677543	1.0	-1.7531978999833187	3.0
samp_24	3.340899382273623	-3.8097348178985286	1.0	-7.756573186619929	2.0	-6.428766084015456	1.0		0.0		0.0		0.0	-3.2860230757550086	1.0	-1.0983130453295002	1.0	-4.482081254616202	2.0		0.0	-2.13571797044534	1.0	-8.381325154063669	4.0	-1.0450478391077351	1.0	-5.758242154227148	3.0	-2.5915185706937	2.0	-1.2497028619525083	1.0	-5.417208866369557	1.0		0.0	-1.4564784223052856	2.0		0.0	-4.959163720080833	1.0	-5.037139460174518	1.0		0.0		0.0		0.0	-7.183871134926398	1.0		0.0	-8.806770841511655	1.0	-9.898968029554347	3.0	-8.878067631837462	1.0		0.0	-8.256830002306138	1.0		0.0	-11.278648860801876	1.0	-7.184080222494903	2.0		0.0	-10.31223573184931	2.0	-11.552266428857907	2.0		0.0		0.0	-1.7373472186740975	2.0
samp_25	3.184232700681629		0.0	-7.762302978619798	1.0	-6.450721542392273	2.0	-2.4326765947141915	2.0	-6.4209417800090085	2.0		0.0	-3.3558154602293393	2.0		0.0	-4.5357473957320025	3.0	-4.069475268744757	1.0	-2.2166020953041508	1.0	-8.393991729018978	1.0		0.0	-5.790003162998763	3.0	-2.668071593297293	2.0	-1.3410945698140173	2.0	-5.443129597217615	1.0		0.0		0.0		0.0	-5.006747737232966	1.0	-5.089127753029123	1.0	-5.706365029651528	1.0	-6.423097587120822	1.0		0.0	-7.1453617522851705	1.0		0.0	-8.80757543280606	2.0	-9.903376531965828	1.0	-8.869604000020832	2.0		0.0	-8.243163659090435	3.0	-5.241704776810777	2.0	-11.30402451063884	1.0		0.0		0.0	-10.328721197128212	1.0		0.0		0.0	-7.999993678994351	1.0		0.0
samp_26	3.030058105399251		0.0	-7.769240746127638	1.0	-6.475686613148455	1.0	-2.5093287552612114	2.0		0.0		0.0	-3.424729845638992	1.0		0.0	-4.5907445319021205	1.0		0.0	-2.2950712899603785	1.0	-8.408529787842879	1.0	-1.230201595301634	1.0		0.0		0.0		0.0	-5.473596478922422	1.0		0.0		0.0		0.0	-5.0564175426238425	1.0		0.0	-5.741887298076155	2.0	-6.428928317120719	3.0		0.0	-7.1057298057307205	1.0	-9.64305883162448	1.0	-8.808938701331266	2.0	-9.909133424181485	3.0	-8.86034383117457	1.0	-8.71164398807835	2.0		0.0	-5.277598280914978	1.0	-11.336428629950666	3.0	-7.14102121675375	2.0		0.0	-10.34745426190779	4.0	-11.580164612220123	1.0	-22.924237833951732	2.0	-7.984414889234945	1.0	-1.9012970190172245	1.0
samp_27	3.1533216583678594	-3.8855508243565264	1.0	-7.763556756747414	2.0	-6.4554376354754215	2.0	-2.448103926735757	4.0	-6.425816037844	1.0		0.0	-3.369600539595068	1.0	-1.2107300411730346	1.0		0.0		0.0	-2.2324075178951324	1.0	-8.39680694733269	1.0		0.0	-5.796734278763686	1.0	-2.683080037338835	2.0	-1.3588086899312437	1.0	-5.448854958700184	1.0	-22.56397994784021	2.0		0.0		0.0	-5.016479528110104	1.0	-5.099660693663745	1.0		0.0	-6.423939692117768	2.0		0.0	-7.137540500180344	1.0	-9.648437315380553	1.0	-8.807866073102069	2.0	-9.904404659833192	1.0		0.0	-8.70609684666047	2.0	-8.240226901606972	1.0	-5.2485541706712135	1.0	-11.307845050718862	2.0	-7.15802391618659	1.0	-10.247896285866728	1.0	-10.33238382655897	1.0	-11.578039445876279	1.0		0.0		0.0	-1.8370212493041904	1.0
samp_28	3.074275084440399	-3.9179698184208873	1.0		0.0	-6.468151612163439	1.0	-2.487436894277499	1.0		0.0	-5.88055533613743	1.0	-3.4049432327011635	1.0	-1.2568923424305336	2.0		0.0		0.0	-2.2726841456768296	2.0		0.0	-1.204535937864758	3.0	-5.814632721376066	2.0	-2.721433700719031	4.0	-1.4037179905920685	1.0	-5.464380857205007	2.0		0.0		0.0	-5.037676063287009	2.0		0.0	-5.127073510847038	1.0		0.0	-6.426848055219594	1.0		0.0	-7.117209283562818	1.0	-9.644964372107797	1.0	-8.808569163221215	2.0		0.0		0.0		0.0	-8.232717793450599	2.0	-5.266865661144954	2.0		0.0	-7.147096047390793	3.0		0.0		0.0	-11.583335934360992	2.0	-23.712293605858974	1.0	-7.988970920558293	1.0	-1.8783448991941603	1.0
samp_29	3.275959617871891	-3.8357659255947554	1.0	-7.75874966373294	1.0		0.0		0.0		0.0	-5.850962802390728	1.0	-3.314886049097994	1.0	-1.1376691583453529	1.0		0.0	-4.033612216349944	1.0		0.0	-8.38635047178697	1.0		0.0	-5.770903661754581	2.0	-2.62334629129114	3.0	-1.2878608205272588	2.0	-5.427278720330074	1.0	-22.703490460654564	2.0	-1.4929267154715875	1.0	-4.978795184808729	1.0	-4.978523973205064	2.0		0.0	-5.68697848662052	1.0	-6.421439300500017	1.0	-6.991454401363717	3.0	-7.168209452954045	1.0	-9.653649900645943	1.0	-8.807019397078685	1.0	-9.899959070484094	1.0	-8.874522416439376	2.0	-8.701479367380268	1.0	-8.251361449738228	1.0	-5.2224421041671825	1.0	-11.282736731748516	2.0		0.0		0.0		0.0		0.0	-23.06763897330345	1.0	-8.008666490109915	1.0	-1.7720411508679856	2.0
