run	log_tsat	log_tbg	log_F	b5A8	b5A8_weight	b5B2	b5B2_weight	b5B3	b5B3_weight	b5B5	b5B5_weight	b5B7	b5B7_weight	b5B8	b5B8_weight	b5B9	b5B9_weight	b5C1	b5C1_weight	b5C2	b5C2_weight	b5C3	b5C3_weight	b5C4	b5C4_weight	b5C5	b5C5_weight	b5C7	b5C7_weight	b5C8	b5C8_weight	b5C9	b5C9_weight	b5D1	b5D1_weight	b5D2	b5D2_weight	b5D3	b5D3_weight	b5D4	b5D4_weight	b5D5	b5D5_weight	b5D6	b5D6_weight	b5D7	b5D7_weight	b5E4	b5E4_weight	b5F2	b5F2_weight	b5F3	b5F3_weight	b5F5	b5F5_weight	b5F6	b5F6_weight	b5F7	b5F7_weight	b5F8	b5F8_weight	b5G1	b5G1_weight	b5G3	b5G3_weight	b5G4	b5G4_weight	b5G6	b5G6_weight	b5G9	b5G9_weight	b5H1	b5H1_weight	b5H2	b5H2_weight	b5H3	b5H3_weight	b5H4	b5H4_weight	b5H5	b5H5_weight	b5H6	b5H6_weight	b5H7	b5H7_weight
samp_69	4.01266160212267	-6.116988927340123	3.294640939198645	-6.506602671510451	1.0		0.0		0.0		0.0	-11.081100013035943	1.0	-5.130613986059485	1.0		0.0	-9.95812657822245	2.0	-10.12325392605658	3.0	-4.61639592095362	2.0		0.0	-18.518557057962834	1.0	-12.190497320711232	1.0		0.0	-9.517378248705851	1.0	-9.03547064428548	1.0		0.0		0.0		0.0	-8.451482654110084	2.0	-20.001391725565153	1.0	-11.447128714564045	1.0		0.0		0.0	-2.845033294293091	2.0	-7.721969060065471	1.0		0.0	-3.1024732932235692	2.0	-6.9718903202075575	1.0	-6.345678414426867	2.0	-8.275374127288316	1.0	-5.79273437015241	1.0	-7.702255658912401	1.0	-6.264971211491518	1.0	-3.710016121934549	1.0	-3.9387326865918366	1.0	-5.326073884543132	1.0	-6.26521585870607	4.0	-7.691843855997477	1.0	-2.6628005038568436	2.0	-3.4997214703349973	1.0
samp_70	3.000678262269538	-6.118013022831809	3.2191422699774574	-5.507852295638114	1.0	-6.13054255369071	2.0		0.0	-7.408996966517684	1.0	-10.06836252523938	1.0		0.0	-8.646391831668748	1.0	-8.947552371358373	2.0	-9.105642229179425	1.0	-3.6266007212791322	3.0	-9.838426473021855	3.0	-18.473300208974297	2.0	-11.17529086817213	1.0	-9.046517742674972	2.0	-8.49724734891295	1.0	-8.025212828577624	1.0		0.0	-10.370962634320005	1.0		0.0		0.0	-19.904664117352016	1.0		0.0	-1.4339951103917123	1.0		0.0	-1.8278386644740592	1.0	-6.71983449707763	2.0	-6.058225745490856	2.0		0.0	-5.97431095136521	1.0	-5.357477232034985	2.0		0.0		0.0	-6.690031225711572	1.0	-5.271834891891298	1.0		0.0	-2.942778197200636	2.0		0.0		0.0		0.0	-1.6312208883691341	2.0	-2.4954377415443005	2.0
samp_71	17.750406876130818	-6.153870635778543	3.2658581052721987		0.0		0.0		0.0	-22.14608526223943	1.0		0.0		0.0	-23.36904920029729	1.0	-23.663098644980423	3.0		0.0	-18.37071191076507	1.0	-24.512504314018997	1.0	-52.41756578509359	3.0	-25.674763213204912	2.0	-23.759039914520095	1.0	-23.22404264127333	2.0	-22.757133800367495	1.0	-25.79616254173037	1.0		0.0	-22.988782565816816	3.0		0.0	-37.26824079832255	1.0		0.0		0.0		0.0	-16.624421332970066	1.0	-21.45524414984157	1.0	-20.792311279098648	1.0	-16.87239042781727	3.0	-20.708203627092974	3.0		0.0	-22.00802024081574	2.0	-19.53717934955417	2.0	-21.425796956152833	1.0	-20.005208640512347	2.0	-17.47497074789274	1.0	-17.70018064815499	2.0		0.0	-20.00724041319079	1.0		0.0		0.0		0.0
samp_72	5.698218816662919	-6.18285471962985	3.1062568654863942	-8.21839577592921	2.0	-8.828541073814524	1.0		0.0		0.0	-12.606946675988034	3.0		0.0	-11.310709748082362	2.0	-11.590261627383818	1.0	-11.722053261563167	1.0	-6.384982924986475	1.0	-12.395662332606381	1.0	-20.04708229121875	1.0		0.0	-11.677716419596448	2.0	-11.132687962558805	1.0	-10.696845480992035	2.0	-13.57217177340579	2.0	-12.827875546937369	1.0		0.0	-10.06921737056042	1.0		0.0	-12.924414591656593	1.0		0.0	-4.339515126984568	1.0		0.0	-9.420352779734081	3.0	-8.769433046363355	1.0	-4.892123425534059	1.0	-8.685723218054669	2.0		0.0	-9.97061145769993	1.0	-7.537409757013395	1.0	-9.365988729850173	1.0	-7.995361034352327	1.0	-5.493170441277361	1.0	-5.7180164556777076	2.0		0.0		0.0	-9.391550279767376	1.0		0.0	-5.286372352136944	2.0
samp_73	43.78867918427414	-6.194554138679232	3.0616955844003177	-46.31762504132006	1.0		0.0	-46.510632315718006	1.0	-48.09627784195376	1.0	-50.67065083924259	1.0	-44.99756472725401	2.0	-49.397053396592234	1.0	-49.67187260022124	3.0		0.0	-44.495373940366626	1.0		0.0		0.0		0.0	-49.756499721860706	1.0		0.0	-48.783537757809476	3.0	-51.59849350412236	3.0	-50.87544769792064	1.0		0.0		0.0	-60.689618374198986	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-43.00652637865408	1.0	-46.78492026585056	1.0	-46.19533954596394	1.0	-48.064604785399524	1.0		0.0	-47.45385885628494	4.0		0.0	-43.6062396413895	1.0	-43.830219085881545	2.0	-45.189002100366956	3.0	-46.10576688661518	1.0	-47.48720298469797	4.0	-42.5863894381694	1.0	-43.40013947529613	1.0
samp_74	3.9119578350110533	-6.135362812500575	3.26488914947401	-6.406750450167374	2.0	-7.031426174599161	1.0		0.0	-8.320197676342772	1.0	-10.93192911440436	1.0		0.0		0.0	-9.841395332453951	1.0	-9.999325828765926	1.0		0.0	-10.713365373945098	1.0	-18.313506110330113	1.0	-11.956026366845455	1.0	-9.939518004431442	1.0	-9.39955227762104	1.0	-8.927107035482392	2.0	-12.104294618203163	3.0		0.0	-9.162637840483974	1.0	-8.335644355055173	1.0		0.0	-11.28105511285876	2.0	-2.38621424759656	1.0	-2.4374901197498366	1.0	-2.7561519129845733	1.0	-7.621001554989271	1.0		0.0	-3.0142538981337377	2.0	-6.873220309645054	2.0	-6.25287492655199	1.0	-8.1740382178771	3.0		0.0		0.0	-6.16897993284999	2.0		0.0	-3.850055398679958	2.0	-5.234542133037607	1.0	-6.170621566303058	1.0	-7.591049130743371	1.0	-2.573190200264036	1.0		0.0
samp_75	5.167881431871231	-6.135773189256222	3.201505372374899	-7.677417597508796	2.0		0.0	-7.877123489094767	3.0	-9.559453098232462	1.0	-12.188566517282693	1.0	-6.323863714300641	1.0	-10.803290098852562	3.0		0.0	-11.25104261031124	1.0		0.0		0.0	-18.687548261305484	1.0		0.0	-11.195080292487903	3.0		0.0		0.0	-13.360801748247455	2.0	-12.469187976462736	2.0	-10.411800678749513	1.0		0.0	-20.04908014002234	1.0	-12.539745046073923	1.0	-3.7080794982922387	2.0	-3.75835960198557	1.0	-4.064114111343331	1.0	-8.886225531201262	2.0	-8.226949023386792	1.0	-4.314799203345612	2.0	-8.143140254054089	1.0	-7.5307537017924915	1.0	-9.43839120415184	1.0		0.0		0.0		0.0		0.0	-5.144001937083965	2.0	-6.517466288792407	1.0	-7.447091566924453	3.0		0.0		0.0		0.0
samp_76	81.0328432760934	-6.182691953686196	3.120888523809959		0.0	-84.16086179621871	1.0	-83.74508883349226	3.0	-85.36683388132916	1.0	-87.94122772354042	1.0		0.0	-86.64421185162504	3.0	-86.92463310642127	2.0		0.0	-81.71425312232665	2.0	-87.73193108970926	2.0	-95.79324246428378	1.0	-88.80759799729131	1.0		0.0	-86.4685786394029	1.0	-86.03106770882749	6.0		0.0		0.0	-86.23544663216737	1.0	-85.4062539226193	1.0		0.0	-88.25857815893123	1.0	-79.62462841767352	2.0		0.0	-79.97502571580638	1.0	-84.7526780406561	1.0		0.0	-80.22285590890449	1.0		0.0	-83.41954228341454	2.0	-85.30308638033394	1.0	-82.86704149323323	2.0		0.0		0.0	-80.82340894207985	2.0		0.0	-82.4107583314114	1.0	-83.33169982274093	1.0		0.0		0.0		0.0
samp_77	2.795806619425918	-6.182304019142916	3.148290817220636		0.0		0.0	-5.498675603776989	3.0		0.0		0.0		0.0	-8.405049942980675	2.0	-8.686915287094736	1.0	-8.822964530794835	1.0	-3.4462296757934294	1.0		0.0	-17.974657305211736	2.0		0.0	-8.77588944418475	1.0	-8.235115159561133	2.0	-7.792757313660538	1.0		0.0	-9.935414541982677	1.0	-8.001347289255301	1.0	-7.172719843543543	2.0	-20.041806190233377	3.0		0.0	-1.247828193044681	1.0	-1.3002883426211747	1.0		0.0	-6.510252145082849	2.0	-5.855479666102239	3.0		0.0	-5.7714829155795995	2.0	-5.170516092529997	1.0	-7.061682071649093	2.0		0.0		0.0	-5.0760140450086855	1.0	-2.530118613514013	3.0	-2.7638062027468226	2.0	-4.1529052658285135	1.0		0.0	-6.4811843481017	1.0		0.0		0.0
samp_78	2.340618029812062	-5.9117094648917705	3.4402647370391684		0.0		0.0	-5.082036073442015	1.0	-6.93585965326671	1.0	-18.66371148719353	1.0	-3.4069798852406192	1.0		0.0		0.0	-8.756651437425115	2.0		0.0		0.0	-17.678289928079145	2.0	-19.200642975754214	1.0	-8.651208269066982	3.0	-8.03461934561317	3.0	-7.4596965940002535	1.0	-23.69664028612757	2.0	-23.772448089179527	2.0		0.0	-6.9099320459160865	1.0		0.0		0.0	-0.5454160947788913	3.0		0.0	-0.9836227063225871	1.0		0.0	-5.3986509440494554	1.0		0.0	-5.315861700877826	1.0	-4.646547165403101	3.0		0.0	-4.098410013701104	2.0	-6.107932826160542	2.0	-4.5936944953637	1.0		0.0	-2.151687180997241	2.0	-3.610939483454837	1.0	-4.581803007393591	1.0	-6.045539187157282	1.0		0.0	-1.6806627879328029	1.0
samp_79	2.862113749486523	-6.181164771025845	3.312522000963825	-5.331132664375841	1.0		0.0	-5.5342560429520375	1.0		0.0		0.0	-3.957551668378853	1.0	-8.459810670318554	1.0		0.0		0.0		0.0	-9.57336062333424	3.0	-17.68347556073081	1.0		0.0		0.0		0.0	-7.854918651790073	3.0		0.0	-10.032498073739916	2.0	-8.08689649666129	2.0		0.0	-20.004370121583474	4.0	-10.079773112896385	1.0	-1.2249759962246034	1.0	-1.2779175029837233	1.0		0.0		0.0	-5.886537935610451	1.0	-1.9042889718554346	2.0		0.0	-5.180765614372718	1.0	-7.10668839094276	2.0	-4.622262548756494	1.0		0.0	-5.093833696275049	1.0	-2.517363315926919	3.0	-2.7525316225752743	1.0		0.0	-5.09654962591923	2.0	-6.5229631683716836	3.0	-1.4261917982532755	2.0		0.0
samp_80	3.3784545401364907	-5.781859532360454	3.1032928711834247		0.0		0.0	-6.208636813234171	2.0	-8.001395724448361	3.0	-24.599764843186303	1.0	-4.603045719847459	1.0	-9.340440556249424	1.0	-9.783740065779	4.0	-10.07288952258451	1.0		0.0		0.0	-34.5175285341432	1.0		0.0	-9.950580394791542	1.0		0.0	-8.593755065472592	1.0	-32.42900339699093	1.0	-28.255321579937924	1.0	-8.903085841444776	2.0	-7.991028472755686	6.0		0.0		0.0	-1.9099978646243465	1.0	-1.9618732222829924	2.0		0.0	-7.192793359764715	2.0		0.0		0.0		0.0	-5.805637664595431	1.0		0.0	-5.270173563788267	1.0		0.0	-5.746560091932021	2.0	-3.1638248777273614	2.0	-3.3953459444857317	2.0	-4.799681226530737	1.0	-5.738203782699054	1.0		0.0		0.0		0.0
samp_81	3.586702738436081	-5.974410144455121	3.3930760053928357	-6.105158489954683	1.0	-6.740756204800781	2.0		0.0	-8.133935663914333	2.0		0.0	-4.680084032210295	2.0	-9.32601265847606	2.0		0.0		0.0	-4.154584198230965	1.0		0.0	-17.93237535619678	1.0	-21.733306584148252	1.0		0.0	-9.218882064773485	5.0		0.0		0.0		0.0		0.0		0.0	-19.867219853303514	1.0	-11.882238188440164	1.0		0.0		0.0		0.0	-7.316260289490471	2.0	-6.641803271287596	4.0	-2.6193105378819648	3.0	-6.558685205133791	2.0	-5.903245515911776	2.0		0.0		0.0	-7.332014303451719	3.0	-5.8423549875042164	2.0		0.0		0.0		0.0		0.0	-7.285058975416983	1.0	-2.1671400610781624	2.0	-3.019996228562625	1.0
samp_82	3.1358061771805423	-5.972266876192067	3.2893377363251064		0.0	-6.300889488931819	3.0	-5.878866398816436	1.0	-7.662735119028792	1.0		0.0		0.0	-8.885635155503078	1.0	-9.236304267447988	2.0	-9.443649494994569	1.0	-3.7425095803625075	1.0		0.0	-17.91282035931122	1.0	-20.99827718246775	1.0	-9.359095814520742	2.0	-8.762510754377368	1.0	-8.229537152931522	2.0		0.0	-11.447618675297566	1.0	-8.50663953523994	2.0	-7.655926808139224	1.0		0.0	-11.484927673606164	1.0	-1.5437709925456953	4.0	-1.596343312603187	1.0		0.0	-6.878976418251193	1.0	-6.209716021465673	2.0	-2.205066836566625	3.0		0.0	-5.484358286304695	1.0		0.0	-4.9368194406280566	2.0		0.0	-5.416715933374697	1.0	-2.8193352660828133	1.0		0.0		0.0		0.0		0.0		0.0	-2.604428833295273	3.0
samp_83	3.2293017319542474	-6.232402535727714	3.2026013516231813		0.0	-6.327819824695477	1.0	-5.908117244974415	2.0	-7.5472688940247465	1.0	-10.034306520784483	1.0	-4.36919720309439	3.0		0.0	-9.07714221779938	1.0	-9.208272751522875	1.0	-3.8596208558879086	2.0		0.0	-17.47607023109143	1.0	-10.777955278442768	3.0	-9.163073040370431	1.0		0.0		0.0		0.0	-10.240496346481478	1.0		0.0		0.0	-19.849244164846336	1.0	-10.315348760600607	1.0		0.0	-1.744214270237482	2.0	-2.0773555587797343	2.0	-6.923724534164045	2.0		0.0		0.0		0.0	-5.5812459722983	4.0	-7.475665076367684	2.0	-5.02372366546884	1.0	-6.8723363431728135	1.0	-5.485696159394337	2.0		0.0	-3.1820584155398377	1.0		0.0		0.0		0.0	-1.8856819647056002	2.0	-2.7390944974104587	2.0
samp_84	30.37848929675352	-6.137949183727774	3.011378667234025		0.0		0.0	-33.12647533110314	1.0		0.0	-37.39723595371742	2.0	-31.612292144181204	1.0	-36.02926070697346	1.0	-36.31435522776812	1.0		0.0		0.0		0.0	-73.01184863654305	4.0	-38.43688142745327	1.0	-36.403618468940635	2.0	-35.83800674069475	2.0		0.0	-38.557079490589466	2.0	-37.63661640242793	1.0	-35.59982736122078	3.0	-34.7633707984117	3.0	-47.354829024351844	1.0		0.0		0.0	-29.072075445776306	1.0		0.0	-34.12727981470484	1.0	-33.48133237038177	1.0	-29.620271737307526	1.0		0.0		0.0	-34.676463511602115	3.0	-32.25774646490871	1.0		0.0		0.0	-30.220335787221657	1.0	-30.44445562983582	2.0		0.0		0.0	-34.09875439052724	1.0	-29.20026909587705	1.0	-30.014165439607417	3.0
samp_85	2.6325453446873883	-6.081912765346429	3.2638764321521636		0.0	-5.7663377743343585	2.0		0.0		0.0		0.0		0.0	-8.299947860309084	1.0		0.0	-8.784078794496796	1.0		0.0	-9.55872805600755	2.0	-18.688921287386478	4.0	-11.157076676456581	2.0		0.0	-8.16238509385606	2.0		0.0		0.0	-10.166388770322989	2.0	-7.920024228859691	2.0	-7.086369249578766	1.0	-19.863510753800973	1.0		0.0	-0.995964043270491	1.0	-1.0489930777455598	2.0	-1.407662884646576	1.0		0.0	-5.687607240277774	1.0		0.0	-5.603643005983549	2.0	-4.976974195992306	2.0	-6.907220068144421	1.0		0.0		0.0		0.0	-2.303378137608459	2.0	-2.5407683583211336	2.0	-3.952091697411526	5.0	-4.896395545699518	1.0		0.0		0.0	-2.0855944184152926	1.0
samp_86	50.63228399232324	-6.089067517634221	3.034643769682387		0.0	-53.80154003243231	2.0	-53.38821097097461	2.0		0.0	-57.78925884103555	1.0	-51.860609800274695	2.0	-56.31527106820602	1.0	-56.61524392274076	3.0	-56.761587051277274	3.0		0.0	-57.52932661103999	1.0		0.0	-59.121006829362464	2.0	-56.71150307756895	1.0	-56.13454164945733	3.0		0.0		0.0	-58.08416135457256	1.0		0.0	-55.05105408825664	1.0	-68.35997333137006	2.0	-58.208899694368725	2.0	-49.26539630032347	1.0		0.0	-49.61585018862557	1.0	-54.38836918964611	1.0	-53.738802834411075	1.0		0.0		0.0		0.0		0.0	-52.50888521742837	2.0		0.0		0.0		0.0	-50.688958690058726	2.0		0.0		0.0	-54.35949302739924	2.0	-49.44347293266838	2.0	-50.25804255647125	2.0
samp_87	12.86672102320126	-6.079995608845608	3.0698250388997526	-15.421244368488125	3.0	-16.032513506563884	1.0	-15.617918299117322	3.0	-17.265278155428415	1.0	-20.052282572596788	1.0	-14.081526145571814	1.0		0.0		0.0	-19.010012094155435	1.0		0.0		0.0		0.0	-21.449464387027007	3.0	-18.95514254683048	1.0	-18.380392778288567	1.0	-17.91614162597666	2.0	-58.389842577154965	1.0	-20.367150035989454	1.0		0.0		0.0		0.0	-20.482208705601646	1.0	-11.483301560403198	1.0	-11.533123315567757	1.0	-11.833852417951803	1.0		0.0		0.0	-12.081648407152286	1.0	-15.883532009505071	4.0		0.0	-17.170067914070117	2.0		0.0	-16.577372812892868	3.0		0.0		0.0	-12.907741946623702	1.0	-14.273927587065536	1.0	-15.196160731950222	1.0	-16.58984211950669	2.0	-11.661402775933603	2.0		0.0
samp_88	3.0293669335548135	-6.001536833642174	3.25203815522211		0.0		0.0	-5.768333016850984	3.0	-7.528124218755881	2.0	-10.503837252059917	2.0	-4.169361106108614	1.0	-8.758558135011285	1.0	-9.096952013985304	1.0	-9.290655213410682	1.0	-3.6485685604092364	1.0		0.0	-17.778597649403398	1.0	-20.530510070047125	1.0		0.0		0.0		0.0	-23.239764674586354	2.0	-11.054477100544727	3.0	-8.374754795971851	1.0	-7.528477088355123	1.0	-19.84639876632164	1.0	-11.103071287363989	2.0	-1.4477053528589214	1.0	-1.5003066677278782	2.0		0.0	-6.770966457540538	1.0	-6.104362002208191	1.0	-2.113021136934308	1.0	-6.021104221336241	1.0	-5.38678876900121	2.0	-7.325760644154199	1.0		0.0	-6.764581403028919	1.0	-5.313855738204028	1.0	-2.7263697773497766	1.0		0.0	-4.366755177122994	2.0	-5.310899919783835	2.0		0.0		0.0		0.0
samp_89	4.466137833643112	-6.00827482862361	3.109958283359722	-7.029149424834411	1.0	-7.6454636293301	1.0	-7.229288346221312	3.0		0.0		0.0	-5.669275002159873	1.0	-10.203256790728556	1.0		0.0	-10.710843342455266	2.0	-5.1582803954112135	3.0	-11.600065989514583	2.0		0.0	-15.05086895706341	1.0		0.0	-10.046132500293817	1.0	-9.549911426481655	1.0	-16.41479355887568	2.0	-12.39890010134433	1.0		0.0	-8.943701400113998	1.0	-19.9413404898701	1.0	-12.517118974930288	1.0	-3.0390754363058377	2.0	-3.089673431105691	2.0	-3.39966218101595	2.0		0.0		0.0		0.0		0.0	-6.871823776662251	1.0		0.0	-6.325377067952211	1.0	-8.203280458078687	2.0	-6.791757172147689	1.0	-4.257718709561899	1.0	-4.484644104311455	1.0	-5.863112376970149	1.0	-6.792030322360765	3.0	-8.198461923120938	1.0		0.0		0.0
samp_90	7.692515051563003	-5.77464253577697	3.0270135099011366	-10.335694690331342	3.0		0.0	-10.538861005807508	1.0	-12.307003539379071	2.0	-25.4307153993769	1.0	-8.953248858209564	3.0	-13.674106972046994	2.0		0.0	-14.402533760752394	1.0		0.0	-16.864929031249773	1.0		0.0	-34.04603448794862	1.0		0.0	-13.516647347215688	2.0	-12.918384054826875	1.0		0.0	-31.09642640357829	3.0	-13.22036090314319	1.0	-12.303219196055444	1.0		0.0	-30.34372153077508	1.0	-6.330745915615647	1.0		0.0		0.0	-11.521739205892482	1.0		0.0		0.0	-10.77880584385231	1.0		0.0		0.0		0.0	-11.523439247476983	3.0	-10.084607564583548	1.0		0.0	-7.762152060149491	1.0	-9.147555797185213	3.0	-10.077590700031102	1.0		0.0	-6.50931770910568	1.0	-7.327790611562244	4.0
samp_91	8.334359698398513	-5.9567785239768805	3.0961795582451033	-10.91468157041973	2.0		0.0	-11.115676150543933	2.0	-12.830488798338225	2.0		0.0		0.0		0.0	-14.464890976209677	2.0	-14.65916241131122	3.0	-9.038811755027778	1.0	-15.661190036368556	1.0	-26.276527054755803	2.0		0.0		0.0		0.0		0.0	-67.65867267764365	1.0	-16.760980282398428	2.0		0.0	-12.841252675903757	1.0		0.0	-16.909542050634307	3.0	-6.938863228211527	1.0	-6.988791879592063	2.0	-7.2898835218681866	1.0		0.0		0.0	-7.537886351188674	1.0	-11.369857852922797	1.0	-10.749571509062115	1.0		0.0		0.0		0.0	-10.67385640602038	2.0	-8.141498724905464	1.0	-8.366926668052697	2.0	-9.74363512436523	4.0	-10.672502598941575	2.0		0.0		0.0	-7.934096492972488	1.0
samp_92	1.9078023110918902	-5.8593277838908575	3.6811402965483815		0.0	-5.071506367094591	1.0		0.0		0.0	-19.593892882730653	2.0	-2.877370713371658	1.0		0.0	-8.142772662317162	1.0		0.0		0.0		0.0		0.0	-23.383379965105807	3.0		0.0	-7.666948999468443	4.0		0.0	-17.31905824677043	1.0	-23.637828518796248	3.0	-7.392009598029074	2.0	-6.526001271831892	2.0		0.0	-17.407334798864085	1.0		0.0	0.1002436049493507	1.0	-0.32901195187064797	1.0	-5.6294170614192245	2.0	-4.939965610652828	2.0	-0.6565682585778245	1.0	-4.857861759456221	3.0	-4.149263486875626	2.0		0.0		0.0		0.0		0.0	-1.2925769508387301	2.0	-1.555443699026471	1.0	-3.0908006503723544	1.0	-4.0974925232443615	3.0		0.0	-0.07591539534924964	1.0		0.0
samp_93	3.4522882013638476	-6.1250578921366285	3.1857334643161654	-5.966275903104707	2.0		0.0	-6.1660860182905095	1.0		0.0	-10.501135600927363	2.0		0.0	-9.096162000672152	1.0		0.0	-9.546810533694195	2.0	-4.098452138795843	2.0	-10.272868802819772	2.0	-17.917524854142613	1.0	-11.581866143192826	1.0	-9.490709862569132	1.0	-8.940267931645723	1.0	-8.47481396813789	1.0	-11.734002986754417	1.0		0.0		0.0	-7.870075022197381	1.0		0.0	-10.864522873387063	2.0	-1.9418968899473816	3.0	-1.9936066027487305	1.0	-2.3203898121632434	1.0		0.0		0.0	-2.583041483498808	1.0		0.0	-5.82050631657185	3.0		0.0	-5.267419511359538	2.0		0.0	-5.733317007817561	1.0	-3.1906909870913083	1.0	-3.420679194506864	2.0	-4.804756103277782	1.0		0.0		0.0	-2.1325644505411736	2.0	-2.9792982107171757	2.0
samp_94	3.4679616261403874	-5.990960535087856	3.2658603540312208		0.0	-6.630654949993619	2.0	-6.209190805141101	2.0		0.0		0.0	-4.607397158277733	2.0	-9.20425907557852	2.0	-9.546941417112011	1.0	-9.74548507804055	1.0	-4.087768569422943	1.0	-10.667182156820585	2.0	-19.05573638742829	1.0		0.0		0.0	-9.075883666071377	1.0	-8.5531876634771	1.0		0.0	-11.590840668987115	1.0	-8.822569939985469	3.0	-7.974870473292703	3.0	-20.038029929106553	1.0	-11.633433443848626	1.0	-1.916573102788351	1.0		0.0		0.0	-7.210413473943322	2.0	-6.5429506721084305	1.0	-2.560472484674529	1.0	-6.459772828112914	2.0		0.0		0.0	-5.274993168141978	1.0		0.0	-5.752242904026045	1.0	-3.1719420048953553	1.0		0.0		0.0	-5.748243051104497	2.0	-7.179813179208112	4.0		0.0		0.0
samp_95	12.151626416005712	-6.013811614320006	3.0714606029492386		0.0		0.0	-14.921080722619568	1.0	-16.600040913995674	1.0	-19.581203348504584	2.0		0.0		0.0		0.0	-18.386128322032494	3.0		0.0	-19.265474944979392	1.0	-46.64619286738986	3.0	-107.88995230236647	1.0	-18.321954503334897	2.0		0.0	-17.234608617743362	2.0		0.0	-20.031961106826323	2.0	-17.472184520180416	4.0	-16.621112487525117	1.0	-36.944717506807486	2.0	-20.162439243529683	1.0	-10.7679392951864	1.0	-10.817758726140706	2.0	-11.118558806208766	2.0	-15.91884667720312	1.0		0.0		0.0	-15.181203495221617	1.0		0.0		0.0		0.0	-15.888378407352702	1.0		0.0	-11.968818392581625	1.0	-12.193774087647064	1.0	-13.564651194765469	1.0	-14.489486173450533	2.0	-15.88937632517808	1.0		0.0	-11.761855691803662	1.0
samp_96	69.3909381492341	-6.137793253692856	3.1279210833311955		0.0		0.0		0.0	-73.76133828152918	1.0	-76.4069668795609	2.0	-70.5775434447433	1.0	-75.03114384412947	1.0	-75.32267383481935	2.0		0.0	-70.07155008187289	2.0		0.0	-129.15121876912272	2.0	-77.4317816345943	1.0	-75.41615892019986	2.0	-74.86304594109578	3.0	-74.40985316362655	3.0		0.0	-76.67425972878536	1.0		0.0	-73.79304520738886	2.0	-85.78177602600866	1.0	-76.75901713173339	1.0		0.0	-68.02949953681244	1.0	-68.33023687005922	3.0	-73.12029089149357	1.0	-72.4661620554457	2.0		0.0	-72.38263236651775	1.0		0.0	-73.67132432705736	2.0	-71.22817712795306	1.0		0.0		0.0	-69.17930672431729	1.0		0.0		0.0	-71.69375097106305	1.0	-73.09110143390681	1.0	-68.15781244946727	1.0	-68.97267723485417	1.0
samp_97	15.225058085282278	-6.09748752583726	3.0574047000266007	-17.778232115463844	2.0		0.0	-17.973973451413045	1.0		0.0	-22.356555979301593	1.0	-16.443439336038434	2.0		0.0	-21.19852302898061	3.0		0.0		0.0		0.0		0.0		0.0	-21.29429247613461	1.0	-20.722619091268555	2.0		0.0		0.0	-22.647940589019576	1.0		0.0	-19.641570652851023	1.0	-190.20989527287756	2.0	-22.76307415521333	1.0	-13.847386488147581	2.0		0.0	-14.19786291199831	2.0		0.0	-18.324510773433083	1.0		0.0		0.0	-17.641398834457	1.0		0.0		0.0	-18.929273046522482	1.0	-17.55162079683069	1.0	-15.046677232310449	1.0	-15.27119248207925	2.0	-16.635553561390704	5.0		0.0	-18.9463507960174	2.0	-14.02548093981882	5.0	-14.840142140702731	1.0
samp_98	2.45064222120878	-6.150952420037408	3.302126086378614		0.0	-5.55764641570103	2.0		0.0		0.0		0.0	-3.5465663513424426	1.0	-8.068074754927444	2.0		0.0	-8.522296941255558	4.0	-3.0248878603347187	4.0		0.0	-18.007423782980705	2.0	-10.386474879573072	1.0		0.0		0.0	-7.457180765173068	1.0		0.0	-9.716001357277804	2.0	-7.69424853805006	1.0		0.0		0.0	-9.763376678963947	2.0		0.0	-0.8160579315006696	1.0	-1.185773445833015	1.0	-6.149524848549989	1.0		0.0		0.0	-5.3981670216221325	1.0	-4.774582586201954	2.0		0.0	-4.215354868549758	1.0		0.0	-4.6889081479610635	1.0	-2.0889734921838747	1.0	-2.3288193155531207	1.0		0.0	-4.691055918614325	1.0	-6.119484395650846	4.0	-0.9715985453388188	2.0	-1.8691226295899186	2.0
samp_99	3.424287870986001	-6.0760479106205345	3.2021810850480956		0.0		0.0		0.0	-7.858897399061091	1.0	-10.617764407968105	1.0		0.0	-9.101000895055693	2.0		0.0	-9.58013676228968	2.0	-4.065849918797409	1.0		0.0		0.0	-12.037782643351381	3.0	-9.516790269602673	2.0	-8.953824573688683	1.0	-8.469700353936839	1.0	-12.311400290357541	2.0	-10.974402422011131	1.0	-8.710295899703016	1.0	-7.873468889624181	1.0	-19.923279820720555	1.0	-11.041167657896066	1.0		0.0	-1.9553148455413458	4.0	-2.2831486150446714	2.0	-7.156109210438353	1.0	-6.494690316050231	1.0	-2.546556526531122	1.0		0.0	-5.79153247787903	1.0		0.0		0.0	-7.131405022830579	1.0	-5.709493906664814	1.0	-3.155404734587918	1.0		0.0	-4.775198418862044	2.0		0.0	-7.126293728046353	2.0		0.0	-2.9434634985524406	3.0
