run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2H4_log_P	b2H4_weight	b2H1_log_P	b2H1_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2F8_log_P	b2F8_weight	b2F6_log_P	b2F6_weight	b2G5_log_P	b2G5_weight	b2F9_log_P	b2F9_weight	b2F7_log_P	b2F7_weight	b2G2_log_P	b2G2_weight	b2G6_log_P	b2G6_weight	b2A7_log_P	b2A7_weight	b2A1_log_P	b2A1_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
fit	3.190500925537871	-4.885476501055821	1.0	-2.0943617931720735	1.0	-4.756014412383541	1.0	-4.503846712125386	1.0	-0.5793903966937853	1.0	-4.702953945583473	1.0	-4.671706897838496	1.0	-5.043556563703117	1.0	-1.4752837222555468	1.0	-3.957341973799695	1.0	-4.445139016670673	1.0	-7.947465090142751	1.0	-4.998976104696088	1.0	-0.34088366830956124	1.0	-4.299063917727781	1.0	-4.70193331094857	1.0	-5.315793999930279	1.0	-6.430363770649659	1.0	-10.116747576487493	1.0	-6.892766246968887	1.0	-6.634724191242469	1.0	-7.7630745655045255	1.0	-6.874866858900934	1.0	-4.976619797338522	1.0	-12.261795331945605	1.0	-6.671085328838054	1.0	-11.66397442916765	1.0	-5.042527793549695	1.0	-10.545949454837338	1.0	-5.106490071989809	1.0	-10.343727792933981	1.0	-7.37401423548433	1.0	-7.303607667689198	1.0	-5.359029542543686	1.0	-10.4914443752881	1.0
samp_00	3.8243063737986076	-4.890373406811475	2.0	-2.0940135906799435	1.0		0.0	-4.507541120819317	1.0	-0.5794678129567341	1.0	-4.707633340357138	1.0		0.0	-5.0488018063559545	2.0	-1.475036279893707	3.0	-3.958610635098331	1.0	-4.448222435825256	1.0		0.0	-5.003941856224598	2.0	-0.3409970558240369	2.0		0.0	-4.706321154963024	3.0		0.0	-6.4395269069768615	2.0		0.0	-6.90300043332983	2.0		0.0	-7.775586748261598	1.0	-6.885105923164648	1.0		0.0	-12.280265344801931	1.0	-6.680852814529088	1.0	-11.68205863026858	1.0		0.0	-10.564476429992427	1.0	-5.1120083102715	2.0		0.0	-7.386224876258509	2.0		0.0		0.0	-10.5099067562118	1.0
samp_01	5.490518926792658	-4.8948862389809396	3.0		0.0	-4.764514995077048	1.0	-4.510929975410845	1.0		0.0		0.0		0.0	-5.0536420104512185	2.0	-1.4748129491156445	1.0		0.0		0.0	-7.973413959627462	1.0	-5.0085132075777565	1.0	-0.3411202491688423	2.0	-4.304691484487793	1.0	-4.710356998764423	2.0	-5.327943985120151	1.0	-6.448077684559672	1.0	-10.153190619959162	2.0	-6.912567098294123	2.0	-6.653387829953386	1.0	-7.78731129565009	1.0	-6.89467685730061	1.0		0.0	-12.297546019162787	1.0	-6.689977220188648	2.0	-11.698953943506226	1.0		0.0		0.0	-5.117106173750253	1.0	-10.379591757475664	3.0	-7.39767016578539	1.0		0.0	-5.370255092664218	1.0	-10.527149262831632	1.0
samp_02	2.3694222237675797	-4.872367154161201	1.0		0.0	-4.744116846858782	1.0		0.0	-0.5791985707942673	2.0		0.0	-4.660870265316678	2.0		0.0	-1.4759200700135102	1.0	-3.9537167962323845	2.0	-4.436722392763479	1.0		0.0	-4.9856858735740595	1.0	-0.34051783120677276	1.0		0.0	-4.690144596832391	1.0	-5.299065687795127	1.0	-6.406351356525477	2.0	-10.06743993061291	1.0		0.0		0.0	-7.730509917513285	1.0	-6.848112820557923	2.0	-4.963178481884278	1.0	-12.213343200801944	1.0	-6.645527997988988	1.0	-11.616652841424669	2.0	-5.028842902591675	2.0	-10.49745094088513	1.0	-5.091780299822079	3.0	-10.295195142270087	1.0	-7.342237132075037	2.0	-7.2735985157846885	1.0		0.0		0.0
samp_03	2.2904142865232546		0.0	-2.0954127610761013	1.0	-4.742384709447014	2.0	-4.492395479888288	2.0		0.0	-4.688599046544333	3.0	-4.6592870755374935	2.0	-5.0275176126725265	2.0		0.0	-3.9531616764427953	1.0	-4.4354839510855175	1.0	-7.907710682074319	1.0	-4.983757177050782	1.0		0.0		0.0	-4.688430043603163	1.0		0.0	-6.40292234874197	1.0		0.0		0.0		0.0		0.0	-6.844301403538393	1.0		0.0	-12.206391615964035	1.0	-6.641885296459242	1.0		0.0		0.0	-10.490532221796258	2.0	-5.089652424633217	3.0	-10.288272240866782	3.0	-7.3377273443279964	2.0	-7.269335323274638	3.0	-5.341252614735885	1.0		0.0
samp_04	3.1422823715742325		0.0	-2.0943982450411056	2.0		0.0	-4.5034580473194135	1.0		0.0		0.0		0.0		0.0	-1.4753086477141875	3.0		0.0	-4.444812060239685	3.0	-7.9460683079220695	1.0		0.0	-0.34083459720555787	1.0	-4.298752297438668	3.0	-4.701472994799095	1.0	-5.315135970243991	4.0	-6.429409928204622	2.0		0.0	-6.89170114426617	2.0	-6.633719671231959	1.0	-7.761771864585848	1.0	-6.873800704068679	2.0		0.0		0.0		0.0	-11.662101871928138	1.0	-5.041990740023314	1.0	-10.544006680518876	1.0		0.0		0.0	-7.372742846537431	2.0		0.0	-5.358418305463744	2.0	-10.489526093307855	1.0
samp_05	14.074442044690372		0.0		0.0	-4.7654672277604275	1.0	-4.51172075555216	2.0	-0.5795356992766211	2.0		0.0		0.0		0.0		0.0	-3.9599978744331517	2.0		0.0	-7.976381999845531	1.0	-5.009580278080466	2.0	-0.3411018205170592	1.0	-4.305315291148149	1.0	-4.71130170858814	1.0		0.0	-6.450092267396699	1.0		0.0	-6.914833355462415	3.0	-6.655511741707772	1.0	-7.790079924876473	2.0	-6.896932873381327	1.0	-4.987359712911717	4.0		0.0	-6.6921348249396395	2.0	-11.702933052347733	2.0	-5.053463309490816	2.0	-10.58586105518436	1.0	-5.1183020329027675	1.0		0.0	-7.400373129566969	1.0		0.0		0.0	-10.531218737993573	1.0
samp_06	2.4208109093444103		0.0	-2.0951973296595092	3.0	-4.745174282428246	1.0		0.0		0.0		0.0	-4.661835563733238	1.0	-5.030788142365648	1.0		0.0		0.0		0.0		0.0		0.0	-0.34054595820770495	1.0		0.0		0.0		0.0	-6.408451234840952	2.0	-10.07174477146702	1.0	-6.868354176643922	4.0	-6.611676368806638	1.0		0.0		0.0		0.0	-12.21756787478294	2.0	-6.647759054694703	3.0		0.0	-5.030058637993942	3.0	-10.501684918617833	2.0	-5.093083273040857	3.0	-10.299431731325829	2.0	-7.345003687523196	2.0	-7.27621388328686	2.0	-5.344870155668079	1.0		0.0
samp_07	3.9889141957917285	-4.891216956010778	3.0	-2.0939546296450056	1.0		0.0	-4.508176431723132	1.0		0.0	-4.708441158239762	1.0		0.0	-5.049703347542011	2.0	-1.4750029679484598	1.0		0.0	-4.44875070814213	1.0	-7.963185798455219	1.0	-5.00479296294228	1.0		0.0		0.0	-4.707076339986032	1.0	-5.323189633126791	1.0	-6.4411154520078835	2.0	-10.138858389261642	4.0		0.0	-6.6460482825853395	2.0	-7.777760794670501	2.0		0.0	-4.98250836777756	1.0		0.0	-6.682547434516099	4.0	-11.685199462014724	1.0		0.0	-10.56768971535791	2.0		0.0		0.0		0.0		0.0	-5.365864845333185	2.0	-10.513101239224962	1.0
samp_08	2.7533564870141447	-4.879799113122935	2.0	-2.094760523736444	2.0	-4.7508701958094175	1.0	-4.499537782563705	1.0	-0.5793091567207762	1.0		0.0	-4.66702879729132	1.0	-5.037484927560714	1.0	-1.4755633341738992	1.0	-3.9558116115835813	1.0	-4.4415219714518805	1.0		0.0		0.0	-0.3407207058962249	1.0		0.0	-4.696835926658857	1.0	-5.3085235710688465	1.0	-6.419877700112693	1.0	-10.095197367603399	1.0	-6.881072400660667	1.0		0.0	-7.748808875749434	2.0		0.0	-4.970797927882656	2.0	-12.24063896724972	1.0	-6.659916439333562	1.0	-11.643293470200954	2.0		0.0		0.0	-5.100113063211236	3.0		0.0	-7.360092285018001	2.0	-7.290464831605368	2.0		0.0	-10.470334844441819	2.0
samp_09	3.5880869978961707		0.0	-2.094118507369794	1.0		0.0	-4.50642750810203	2.0	-0.5794408247304261	1.0	-4.70621912554901	2.0	-4.674510478189123	3.0	-5.047215835763081	1.0	-1.4751095300477124	1.0	-3.9582332636597477	2.0	-4.4472955872393305	2.0	-7.956791847782429	1.0		0.0	-0.34089341661678857	1.0		0.0		0.0	-5.320191160063167	1.0	-6.436747368434537	1.0	-10.129885046917362	1.0	-6.899902332057926	2.0		0.0	-7.771788916782874	1.0		0.0	-4.98012563991751	1.0		0.0	-6.677890405374047	3.0	-11.67657385431714	2.0	-5.046098359451392	1.0		0.0		0.0	-10.356659302374078	1.0		0.0	-7.311625341014151	3.0	-5.363098542465181	1.0		0.0
samp_10	16.667858883455356		0.0		0.0		0.0	-4.511719036281584	1.0	-0.579593455806644	2.0	-4.712969423059171	3.0		0.0	-5.054773976401928	2.0	-1.4747610348598896	2.0	-3.959997108496977	2.0		0.0	-7.976371884974054	2.0		0.0	-0.3411007224049981	2.0		0.0	-4.711299950800834	1.0	-5.329315504684168	2.0	-6.450067768107611	2.0	-10.157312132603712	1.0		0.0		0.0		0.0		0.0	-4.987358250606328	1.0		0.0		0.0	-11.702926269026381	2.0		0.0	-10.585846425451123	3.0	-5.1182994159113875	1.0	-10.383663990377757	4.0		0.0	-7.3284470121278105	2.0		0.0		0.0
samp_11	2.474316894548583	-4.874687247823106	3.0	-2.095117904550739	2.0		0.0		0.0	-0.5792206177903554	1.0		0.0		0.0	-5.032017687842934	2.0		0.0	-3.9543788484244393	2.0	-4.438223944576426	1.0	-7.918684961044335	1.0		0.0	-0.3405664171152765	1.0		0.0		0.0	-5.3020013870062215	1.0	-6.410533124164152	2.0	-10.076021765165716	1.0	-6.870672163297647	1.0	-6.613865920989641	1.0		0.0		0.0	-4.965549485361454	1.0	-12.221772428860048	2.0	-6.649976090754597	1.0	-11.624894059452027	2.0	-5.031256434001299	1.0	-10.505892729396248	1.0	-5.09436633343053	2.0	-10.303642410672854	1.0	-7.3477507873862296	1.0	-7.278806605663054	2.0	-5.346229572332791	1.0	-10.451533074857675	1.0
samp_12	17.54635206223225		0.0		0.0		0.0	-4.511721841923156	2.0	-0.5795171470781136	1.0	-4.712959515531355	2.0	-4.68027168324852	2.0		0.0	-1.4747612890526978	2.0	-3.959997575809945	1.0	-4.451694119932457	2.0	-7.976375962470915	1.0	-5.009581958503792	1.0		0.0	-4.305315395942384	1.0	-4.711292359920186	2.0	-5.329313593617498	1.0		0.0	-10.157331026625748	2.0	-6.914823829703537	1.0	-6.655501642940557	2.0	-7.790076012401075	1.0	-6.896931345729023	1.0	-4.987358144358496	1.0		0.0		0.0	-11.702922558000633	2.0	-5.053466120339682	1.0	-10.585856800002663	3.0		0.0	-10.383661365492019	1.0		0.0	-7.32844740194481	1.0		0.0	-10.531199772902893	1.0
samp_13	2.163145875347092	-4.86707647973235	2.0		0.0	-4.739297633483819	2.0	-4.489788859903932	1.0	-0.5791157524143875	2.0		0.0		0.0	-5.023905759200884	2.0		0.0	-3.952160926382994	1.0		0.0		0.0		0.0		0.0	-4.287745655345143	3.0	-4.68537154533946	1.0	-5.292374102768821	2.0	-6.396857195116033	2.0	-10.04797458125369	1.0	-6.855477715140229	1.0		0.0		0.0	-6.837565542951707	1.0		0.0		0.0	-6.635442636465709	1.0		0.0	-5.0233253896891865	2.0	-10.4782950234358	2.0	-5.085867775927009	2.0		0.0	-7.329767550025521	3.0	-7.261803752780332	2.0	-5.337263183934144	1.0	-10.424041636062075	1.0
samp_14	2.4653600560378384		0.0	-2.095130986677352	1.0		0.0	-4.495484860304856	1.0		0.0	-4.692451925835343	2.0	-4.662633827576773	1.0	-5.031814923535209	1.0		0.0	-3.9543251258901786	2.0	-4.438101529789355	1.0	-7.918190055025633	1.0	-4.987839848696535	1.0	-0.3405786466235056	1.0		0.0	-4.692052190338296	3.0	-5.301762414687444	2.0	-6.410193286306191	1.0	-10.075314141727876	1.0		0.0		0.0	-7.73569699283074	2.0	-6.852385405630922	1.0		0.0	-12.221109217766198	1.0	-6.649617572335445	2.0	-11.62420954562863	1.0		0.0		0.0	-5.09415918607704	2.0	-10.302945685532972	1.0	-7.347299966652022	2.0	-7.278385439582915	1.0	-5.346008436958846	2.0	-10.450839157818859	1.0
samp_15	3.935685491685951	-4.8909567344792375	1.0	-2.0939693218198623	3.0	-4.760969647048657	2.0	-4.507980304921818	1.0	-0.5794638823877296	2.0	-4.708191103524757	1.0	-4.676197983919559	2.0	-5.049425584111206	1.0	-1.4750103263628893	2.0	-3.9587595454538036	1.0	-4.448591333817052	2.0		0.0	-5.004529887657132	1.0		0.0	-4.302354347197564	1.0	-4.7068427706081275	1.0	-5.322854102686998	1.0		0.0		0.0		0.0		0.0	-7.7770965981843725	3.0		0.0		0.0	-12.282507718399886	1.0	-6.682030031727809	1.0	-11.684233814124791	1.0	-5.0482535971441385	1.0	-10.56671900439569	1.0		0.0		0.0		0.0	-7.316510522199702	1.0	-5.365557654460122	1.0	-10.512130973552912	3.0
samp_16	15.718493063031133		0.0		0.0	-4.765463878369043	1.0	-4.511716966650617	1.0	-0.5795330090168697	2.0		0.0	-4.680266812704943	1.0		0.0	-1.4747568327833145	1.0	-3.959995945275286	2.0		0.0		0.0		0.0	-0.34114615853421787	3.0	-4.305313810824435	1.0	-4.711302015011024	2.0	-5.329314773899782	1.0		0.0	-10.157336892150964	2.0	-6.914824636764224	2.0	-6.655511052526469	1.0	-7.790074675689004	2.0	-6.8969329114233116	1.0	-4.987357459156944	1.0	-12.301597353128686	1.0		0.0	-11.702921664123885	4.0	-5.053465644154202	1.0	-10.58585894778765	1.0	-5.118299307878085	1.0	-10.383677889080136	1.0		0.0	-7.328450222602291	1.0	-5.371518561974126	1.0		0.0
samp_17	3.8604663356493085		0.0	-2.093998957444879	2.0	-4.760617514555178	1.0	-4.507687502898677	1.0		0.0		0.0		0.0	-5.049009830764982	1.0	-1.475036581870124	1.0	-3.958660779086346	2.0	-4.448344307685693	1.0	-7.961402089054074	2.0		0.0		0.0	-4.302123824951185	3.0	-4.706495003227206	1.0	-5.3223533716822535	1.0	-6.439900810258485	4.0	-10.136344706231702	1.0	-6.9034174321434065	3.0		0.0		0.0	-6.88552242459356	1.0		0.0	-12.281033408150757	3.0		0.0	-11.682796351887902	2.0		0.0		0.0		0.0	-10.363020865975077	1.0	-7.386722696207168	1.0	-7.315591727345075	2.0	-5.365095470111889	1.0		0.0
samp_18	17.884840032861685		0.0	-2.093567751827083	4.0		0.0	-4.511719898064405	1.0	-0.5795433685211304	2.0	-4.712913445611602	3.0	-4.680269694544047	1.0	-5.054773335594486	1.0	-1.4747580857812401	2.0	-3.959997494446311	1.0	-4.4516910732341595	1.0	-7.97640213636365	2.0		0.0	-0.3412365180599343	1.0	-4.3053172898156085	2.0	-4.711300616385717	1.0	-5.329362980583771	2.0		0.0		0.0		0.0	-6.655496418553794	2.0		0.0		0.0	-4.987354816214295	2.0	-12.301571032015527	1.0		0.0	-11.702932327833258	1.0	-5.053467592079553	1.0	-10.585853243096949	2.0	-5.1182992727080885	1.0		0.0		0.0	-7.328445261563772	1.0		0.0		0.0
samp_19	12.562003626124174	-4.895943940280269	1.0		0.0		0.0	-4.511729930029995	3.0	-0.5795337448423497	2.0	-4.712955824506122	1.0	-4.680269263087331	1.0	-5.054770817005049	2.0	-1.4747608768706562	3.0		0.0	-4.451689852322024	2.0	-7.976378997391771	1.0		0.0		0.0	-4.305320534949359	3.0		0.0		0.0	-6.4500910127102395	1.0	-10.157332437656683	1.0		0.0	-6.655508933422524	2.0	-7.790088805111975	2.0	-6.896933154150775	1.0	-4.987359034204891	1.0	-12.301615478953261	1.0		0.0		0.0		0.0	-10.585855509228065	1.0	-5.118300227337363	1.0	-10.383659340323483	3.0	-7.400372485315799	1.0		0.0		0.0	-10.531211715257244	1.0
samp_20	2.155556284719746		0.0	-2.0956546762315584	3.0	-4.739101921785517	1.0	-4.489621596263122	1.0	-0.5791210574756696	1.0		0.0		0.0		0.0		0.0	-3.952096922052892	1.0		0.0	-7.898445005781245	4.0	-4.980103126808853	1.0		0.0	-4.287612047175165	1.0	-4.68517266461548	2.0	-5.292101659850577	1.0		0.0	-10.047184966385588	2.0		0.0		0.0		0.0		0.0	-4.957536265904797	1.0	-12.193408803159818	3.0		0.0	-11.597206642505451	1.0	-5.023100967240064	1.0	-10.47751866229996	2.0	-5.08562702151577	1.0	-10.275256804791402	4.0		0.0	-7.261326983068753	2.0	-5.337008808300319	1.0	-10.423270626514869	1.0
samp_21	2.709260347248222	-4.879080378465397	1.0	-2.0948113987141435	1.0		0.0	-4.498990905615055	2.0	-0.5792946786143829	2.0	-4.696840975565556	2.0	-4.6664319114622	2.0	-5.036716231191577	1.0	-1.475601223627359	2.0	-3.9556127307332205	1.0		0.0	-7.930293081985609	1.0		0.0	-0.3407035654300461	1.0	-4.295176584469924	2.0	-4.696189048246002	2.0	-5.307604922053325	1.0		0.0	-10.092475225526792	1.0	-6.879599506654424	1.0		0.0		0.0	-6.861693767933203	1.0		0.0	-12.237946479230239	2.0		0.0	-11.64067788316994	1.0	-5.035849938106398	2.0		0.0	-5.099302287521059	1.0		0.0	-7.358346755348746	1.0	-7.288817953559415	1.0	-5.351434365722413	2.0	-10.467662460974088	1.0
samp_22	3.2796371065458114	-4.886364421565174	1.0	-2.094298471282354	1.0	-4.75681774668063	1.0		0.0		0.0	-4.703806473674139	2.0	-4.6724360923044	1.0	-5.044509114699814	2.0	-1.4752369632659765	3.0	-3.9575712591807237	3.0	-4.4457001699181795	1.0		0.0	-4.9998757525262265	1.0		0.0		0.0	-4.702729452267776	1.0		0.0	-6.432017294058865	1.0		0.0	-6.89461795218288	2.0	-6.636465065341828	1.0		0.0	-6.876714437943736	2.0		0.0	-12.265117708914653	2.0	-6.672842906826931	4.0	-11.667246626107168	1.0	-5.043455058656993	1.0	-10.549294323509228	1.0		0.0	-10.347070876908719	2.0	-7.376213569744145	1.0		0.0		0.0		0.0
samp_23	14.711341876387488	-4.895938979414784	1.0	-2.093611506334327	1.0	-4.7654723742936165	2.0	-4.511717985007496	1.0		0.0	-4.712949356398859	5.0	-4.68026711770062	1.0	-5.054767802709038	1.0	-1.474763807863494	1.0		0.0	-4.4516864578676225	3.0	-7.97636697061644	1.0	-5.00957834786108	1.0		0.0		0.0		0.0	-5.329313071218965	2.0		0.0	-10.157324065109728	2.0		0.0		0.0	-7.790080607398467	2.0	-6.896919206968465	1.0		0.0	-12.301656015222557	1.0	-6.692115189414702	1.0		0.0	-5.053462015155585	1.0	-10.585857593691246	2.0		0.0	-10.38367178376682	1.0	-7.400359607496591	1.0	-7.328450013411324	2.0		0.0	-10.531211610162448	1.0
samp_24	2.3535516672533108		0.0		0.0		0.0	-4.493575216286111	4.0	-0.5791957711236289	1.0	-4.690065122166772	1.0	-4.6605593249017465	4.0	-5.029152876813318	3.0		0.0	-3.953608722767557	1.0	-4.436482148983862	1.0		0.0	-4.9853129156758165	4.0		0.0		0.0	-4.689811121327834	1.0		0.0	-6.4056825602636245	2.0	-10.066068933106624	1.0		0.0	-6.608766569486555	1.0		0.0		0.0		0.0	-12.211980868790256	2.0	-6.644816850429311	1.0	-11.615329128626378	1.0	-5.028457333420304	1.0	-10.496093963435737	2.0		0.0		0.0	-7.341359099605565	1.0	-7.272766821497625	1.0	-5.343061240475112	1.0	-10.441774851890491	1.0
samp_25	3.000885231272652	-4.883309440180814	1.0	-2.094517997558212	3.0	-4.7540521070928285	1.0	-4.502213704749108	2.0	-0.5793531134859327	1.0	-4.700882657198966	1.0	-4.669923825919785	1.0	-5.0412377499044725	1.0	-1.475391147931862	1.0	-3.956762439132025	2.0		0.0	-7.941605947497617	1.0		0.0	-0.34081430539656193	1.0	-4.297752055245856	1.0	-4.6999887699812675	1.0	-5.3130132940395844	1.0		0.0	-10.108479417228876	2.0	-6.888272937189307	2.0		0.0		0.0	-6.870378477705072	1.0	-4.9743971074065705	1.0	-12.25367825359424	1.0	-6.666801741050298	3.0	-11.656052314187757	2.0		0.0		0.0		0.0	-10.33559250898588	2.0	-7.368668888982276	1.0	-7.2985652353080965	1.0		0.0		0.0
samp_26	17.018908180488967		0.0		0.0	-4.76545720221477	1.0	-4.5117092664441545	2.0	-0.5796034875812788	1.0		0.0		0.0	-5.054767866298943	1.0		0.0	-3.959974814988908	3.0	-4.451688887412417	2.0	-7.976342029860007	3.0		0.0	-0.3411349341555773	2.0		0.0	-4.71129169056878	1.0	-5.329316899946223	1.0	-6.450118075504466	3.0		0.0	-6.9148253437567035	1.0		0.0		0.0	-6.896892321862244	2.0		0.0	-12.301611586306628	1.0	-6.692120554965332	1.0	-11.702964767627101	1.0		0.0	-10.585754691228813	1.0	-5.1182941501220505	3.0	-10.383667411225558	3.0		0.0		0.0		0.0	-10.531197072016973	2.0
samp_27	18.37426640696449		0.0	-2.093613578038738	2.0	-4.76546488560753	1.0	-4.511719558100283	2.0		0.0		0.0	-4.680266747176375	2.0		0.0		0.0		0.0	-4.451695506732415	2.0		0.0	-5.009582074735661	3.0		0.0	-4.30531478963885	1.0		0.0	-5.329317408263157	2.0	-6.4500736579929425	2.0		0.0	-6.914874075768049	3.0	-6.655509293070692	1.0		0.0	-6.896931022083448	1.0	-4.987357756152523	1.0	-12.30163094001749	2.0	-6.692128590820244	2.0		0.0	-5.053466531481299	2.0	-10.585867015870386	2.0		0.0	-10.383674013431165	1.0		0.0		0.0		0.0	-10.531216246138593	3.0
samp_28	15.250445099458107	-4.895943147138304	1.0		0.0		0.0	-4.511718744653866	1.0		0.0	-4.712954874866296	1.0		0.0	-5.054758858535002	2.0	-1.4747848924324283	1.0	-3.959997664921745	1.0	-4.45169016322936	1.0		0.0	-5.009582148245696	1.0	-0.3411809118091789	2.0	-4.305315011813233	1.0	-4.711299794747467	1.0	-5.329324183528138	2.0	-6.450091632738595	1.0	-10.157335209806716	1.0	-6.914830324013626	2.0		0.0	-7.790079039977379	1.0	-6.896933623392441	1.0	-4.987345932889521	2.0	-12.301624060754126	1.0	-6.692129164359492	1.0	-11.702926217226215	3.0	-5.053456304462307	2.0		0.0	-5.118293507439534	2.0	-10.383673175260778	1.0		0.0		0.0	-5.371506119536513	2.0		0.0
samp_29	1.5534068664296128	-4.8437537949673874	1.0	-2.097196020087685	1.0		0.0		0.0		0.0	-4.663022095352898	2.0		0.0	-4.999109355226776	1.0	-1.4773429509450402	3.0	-3.944711074088981	1.0	-4.41762321587894	2.0		0.0	-4.956667143369873	1.0		0.0		0.0		0.0		0.0	-6.35622660372519	1.0	-9.96489447178572	5.0	-6.810552334963415	2.0		0.0		0.0		0.0	-4.933875448207451	1.0	-12.112300711755989	1.0		0.0		0.0	-4.9990395960819916	3.0	-10.396482131988304	1.0		0.0	-10.194224152910989	3.0	-7.276951899964744	2.0	-7.211739231048405	1.0	-5.309986153538078	1.0	-10.34256038960223	2.0
samp_30	3.8493433840441766	-4.890509762879307	1.0		0.0		0.0		0.0	-0.5794752717348775	1.0	-4.707762873337013	2.0	-4.6758347569490954	2.0	-5.0489485411231945	3.0	-1.4750330095244406	3.0	-3.9586456378517676	1.0		0.0	-7.961236357769424	1.0	-5.00407699303716	2.0	-0.3409852257739325	1.0		0.0		0.0	-5.322272630835583	3.0		0.0		0.0	-6.90329258471056	2.0		0.0	-7.775940018264702	1.0	-6.8853915426380174	2.0	-4.9817825322184985	2.0	-12.280815377504357	1.0		0.0	-11.682594703354113	1.0	-5.047786264001928	1.0	-10.565005712356193	1.0	-5.112161062141658	1.0		0.0	-7.386568269571519	2.0	-7.315447661484505	1.0		0.0		0.0
samp_31	2.1438979179917124		0.0	-2.095678882942398	4.0	-4.738796888209186	1.0		0.0	-0.5791202911528467	2.0		0.0		0.0	-5.023320528537001	2.0	-1.476220275298209	1.0		0.0		0.0	-7.897592320630124	3.0	-4.979764509933362	1.0	-0.3403549207197972	1.0		0.0	-4.684873699975479	1.0	-5.291681492034912	1.0	-6.395878198124841	1.0	-10.045965891723561	2.0	-6.85439066622935	2.0		0.0		0.0	-6.836479102793635	2.0		0.0		0.0		0.0	-11.596041060586037	1.0	-5.0227529689770325	1.0		0.0	-5.085254793558252	1.0	-10.274055577797732	2.0	-7.328483387323485	2.0	-7.2605897077912145	3.0	-5.336616662660534	1.0		0.0
samp_32	3.4843268666878604		0.0		0.0	-4.75841300761074	2.0		0.0	-0.5794208927153156	1.0	-4.705489627297185	1.0	-4.673883257755517	2.0	-5.0463953007966005	2.0		0.0		0.0		0.0	-7.954691964571703	1.0	-5.001664272573914	1.0	-0.3409295636975431	1.0	-4.300662924550074	3.0	-4.704311349422959	1.0	-5.319205744002986	1.0		0.0	-10.126932513738163	1.0	-6.89829004311005	3.0	-6.639934247714566	3.0		0.0		0.0	-4.979340643061887	1.0	-12.27180442311479	1.0	-6.6763602175196555	1.0		0.0	-5.045298672860064	1.0	-10.555966566158569	1.0	-5.109477186041941	1.0		0.0	-7.380603238419121	1.0	-7.309823399759176	1.0	-5.362184810143801	2.0	-10.501416078194556	2.0
samp_33	3.183821412405511		0.0		0.0	-4.755951414530787	2.0	-4.503794210553122	3.0	-0.5793810316147088	2.0	-4.70288732603833	2.0		0.0	-5.043481901420851	1.0		0.0	-3.9573217737953073	2.0	-4.445095269326813	1.0	-7.947274525461019	1.0		0.0	-0.3408494635581756	1.0		0.0		0.0	-5.315704384641552	1.0	-6.430221415712054	3.0		0.0		0.0	-6.63458801766113	1.0	-7.762897076697717	1.0		0.0	-4.976546287211837	2.0		0.0	-6.670946142519053	1.0	-11.663723165452414	2.0	-5.042454793025534	1.0		0.0		0.0		0.0	-7.373839230755824	1.0	-7.303441686306786	4.0	-5.358945601700302	1.0	-10.49118204919706	2.0
samp_34	17.426571743269125	-4.895946495243525	3.0		0.0	-4.7654665484817915	1.0		0.0	-0.5795218522008037	1.0		0.0	-4.680269516083636	1.0		0.0		0.0		0.0	-4.451691054873796	1.0	-7.976379171342977	4.0	-5.009584268941784	2.0	-0.3411678805364861	1.0	-4.305315872476796	1.0		0.0	-5.329317241545124	4.0	-6.450092999972673	1.0	-10.157336169756377	1.0	-6.914829542076596	2.0		0.0	-7.790079799004414	1.0	-6.896934915228705	2.0		0.0	-12.301636723996582	1.0	-6.692129816658109	2.0	-11.702927131621054	2.0		0.0	-10.585859591961409	1.0		0.0	-10.383674925385067	1.0	-7.400373081261481	1.0		0.0		0.0	-10.531215199088757	1.0
samp_35	3.3769324421536555	-4.8872453205747295	1.0	-2.094250337123482	1.0	-4.757614714788854	1.0	-4.5051850543511565	3.0		0.0	-4.704646245498059	3.0		0.0	-5.0454515652844005	2.0		0.0	-3.957806077091093	2.0	-4.446257683880489	1.0	-7.952282107523266	1.0	-5.000769352833913	1.0		0.0	-4.300130994490735	3.0		0.0		0.0		0.0	-10.12354136978895	1.0	-6.896451951160472	2.0		0.0	-7.767577377318079	3.0		0.0	-4.978434404452374	1.0		0.0	-6.674600290213417	1.0	-11.670518789752586	1.0	-5.044376064476877	1.0		0.0	-5.1084818025695045	1.0		0.0	-7.378404966319006	2.0	-7.307750667240835	3.0		0.0		0.0
