run	log_tbg	log_alphap	log_betap	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight
samp_73	-5.543046426488396	2.809783728921984	-0.284853593557611	-4.635010343103213	1.0	-5.7313388631081	1.0	-9.665792162708849	1.0		0.0	-5.787380692691401	1.0	-1.3736994692046685	1.0	-10.835341044066942	2.0	-9.73527118586338	5.0		0.0		0.0		0.0	-9.89790492861085	2.0	-11.809753028305648	3.0	-4.940737276137939	1.0	-4.855617320764259	1.0	-5.600557423576807	2.0	-5.565840950558126	1.0	-4.935529656155728	1.0		0.0	-5.437826654122853	1.0		0.0	-5.248277987707529	2.0	-5.235512789472394	1.0		0.0		0.0	-5.421563533036517	1.0	-2.3147823986644847	1.0		0.0	-5.325603461903059	1.0	-8.671133518785489	1.0	-1.8526192491990017	1.0		0.0
samp_74	-5.936269065469984	2.4360364866828506	-0.03306034049011689	-4.590138178418491	1.0		0.0	-9.368065133538352	1.0	-6.551900368736131	2.0	-5.716851388412201	1.0	-1.4297702017292844	1.0	-10.31803379544826	2.0		0.0	-10.368641269052047	1.0		0.0	-8.777821267444734	2.0	-9.521072835277236	1.0	-10.984845926847091	2.0	-4.888677221913632	2.0	-4.805776447343869	1.0		0.0	-5.500276560154958	1.0	-4.883358095603448	1.0	-6.493357033365679	1.0	-5.374901517640313	1.0		0.0	-5.1894423675746175	2.0		0.0	-4.841712665248235	1.0	-0.5826941358281464	1.0	-5.358959501825173	1.0		0.0	-5.389827277111839	3.0	-5.265179356747067	1.0	-8.438017664089166	1.0		0.0	-3.901543492462593	1.0
samp_75	-5.968806767676691	2.5241924228273898	-0.12438468656888729		0.0	-5.658257814916451	2.0	-9.350778320204887	2.0	-6.547054172013642	2.0	-5.712690190092803	1.0	-1.4032355152775644	1.0	-10.288525991425876	1.0		0.0	-10.349743667263342	1.0		0.0	-8.764353506806419	2.0	-9.498352189666821	1.0	-10.944540283664585	2.0	-4.883045138358982	2.0	-4.799786965780838	1.0	-5.530294222817624	1.0		0.0		0.0	-6.488852064283962	3.0	-5.37039194859923	1.0		0.0	-5.184526619613266	1.0		0.0		0.0	-0.5605858562883973	1.0	-5.354109108219061	1.0	-2.3285756676362763	1.0	-5.385067834551983	1.0		0.0	-8.425556064891994	2.0	-1.8914289312888068	1.0	-3.891378988666317	1.0
samp_76	-5.9071467118664485	2.3858188048450963	-0.014412281462164523		0.0	-5.6474594529426385	1.0		0.0	-6.536767732747387	1.0		0.0	-1.4330491174681066	1.0	-10.309889303056803	1.0	-9.356778962507054	3.0	-10.361052710938868	2.0		0.0	-8.7624181039671	1.0	-9.507207300128202	2.0		0.0	-4.874798455465245	1.0	-4.792087084916909	1.0		0.0		0.0	-4.86944745872097	1.0	-6.478159151866944	1.0	-5.360325748211434	1.0	-5.612721992805161	1.0	-5.175118357712402	1.0		0.0	-4.827877954977257	2.0	-0.5859179134768786	2.0	-5.34452420775498	1.0	-2.348732776339694	2.0	-5.375316732594865	5.0	-5.2508317478160365	1.0		0.0		0.0		0.0
samp_77	-5.676749467022857	2.7918935917943504	-0.21515217681561116	-4.660794815159002	1.0		0.0	-9.645374457918939	1.0		0.0	-5.810035138103348	2.0	-1.392362580934859	2.0		0.0		0.0		0.0		0.0	-9.01507942114716	3.0	-9.859661079989685	1.0	-11.534102723943475	1.0		0.0		0.0	-5.623999262110359	5.0	-5.5893103997653935	2.0		0.0	-6.60589487942608	1.0	-5.461637088807748	2.0	-5.719123025634513	3.0		0.0	-5.259917225179102	2.0	-4.918095905314833	2.0		0.0		0.0	-2.3389149544410444	2.0		0.0		0.0	-8.665650130979826	1.0		0.0	-3.9526451881443156	1.0
samp_78	-5.512893150742764	2.6413636954398423	-0.16890591165861898	-4.619667062319454	3.0	-5.708420971153868	2.0	-9.634992599220187	1.0		0.0		0.0	-1.3973982814780346	2.0	-10.824778309191894	1.0	-9.703114244218895	2.0		0.0		0.0		0.0	-9.867313043339974	2.0	-11.86251348947626	1.0	-4.922774771799011	1.0	-4.838543243084628	2.0		0.0	-5.54371368339906	1.0	-4.917413440888269	1.0	-6.562019990328569	1.0		0.0		0.0	-5.228173600010901	1.0		0.0	-4.875137941245788	1.0	-0.556301771961282	1.0	-5.400806490805204	2.0	-2.3330212920392372	1.0		0.0	-5.305325320827082	4.0		0.0	-1.8840434346143489	1.0	-3.919063868344892	1.0
samp_79	-5.831013852092565	2.559945564444942	-0.09831152044879798	-4.614543896364204	1.0		0.0	-9.468018730247234	2.0		0.0		0.0	-1.4150776174600017	2.0		0.0	-9.491290897829632	1.0	-10.469251084325244	1.0		0.0	-8.861600817798445	2.0	-9.64443712159658	3.0	-11.1747211680151	2.0	-4.915151588410743	2.0	-4.831618892736053	2.0	-5.564846437605981	1.0	-5.5305387091116405	2.0	-4.9098636454099385	2.0	-6.5313927868531465	1.0		0.0		0.0		0.0	-5.205077696367883	1.0	-4.867932368635744	2.0	-0.5702483108288307	1.0	-5.388376023892775	1.0	-2.3472486837188473	1.0	-5.4194381325754994	2.0		0.0		0.0		0.0		0.0
samp_80	-5.605367940206874	2.4969913907083767	-0.06124133448306116	-4.607710371913707	2.0		0.0	-9.554230198326547	1.0	-6.596600780801272	2.0	-5.743833658924939	3.0	-1.424205028276651	1.0		0.0		0.0		0.0		0.0	-8.922561380359028	1.0	-9.765466780261892	2.0	-11.565663116173852	1.0		0.0	-4.824875170985566	1.0		0.0	-5.524716079416584	1.0	-4.9028961956167105	2.0	-6.534362558320781	1.0	-5.398352291738526	1.0	-5.653939776074385	1.0		0.0		0.0	-4.860967013063315	1.0	-0.5776759305516669	1.0	-5.3828976107846085	3.0	-2.351747849279584	1.0	-5.413949083876389	1.0	-5.288104395370532	2.0	-8.574192390813188	3.0		0.0		0.0
samp_81	-6.48419739006649	1.7068027686209373	0.571789955626591	-4.54987702884809	2.0		0.0	-9.04671983728988	3.0	-6.461836252833538	1.0	-5.650612356278502	2.0		0.0		0.0	-8.979695266813371	1.0	-10.051699505918116	3.0	-9.321968606970833	1.0		0.0	-9.11140323933431	1.0		0.0	-4.840553802146026	2.0		0.0	-5.4717844720331765	1.0		0.0		0.0	-6.407183346898234	1.0	-5.315669733794173	2.0	-5.563069401502484	1.0	-5.134345265292447	1.0		0.0	-4.7944330757143385	2.0		0.0	-5.300594768401938	1.0	-2.453134952052471	1.0		0.0	-5.208824504906	1.0	-8.215113447202594	3.0		0.0	-3.8867095868378576	2.0
samp_82	-5.653585607599627	2.4598978655037342	-0.0008142643182259008		0.0	-5.699718402830328	2.0	-9.550809401571517	1.0		0.0		0.0		0.0	-10.639103416204865	1.0	-9.59784199284708	4.0	-10.584329598464192	1.0	-9.937690209896713	1.0	-8.924112947337012	1.0		0.0		0.0	-4.921013931884873	2.0	-4.837767783551477	1.0	-5.5704678075694005	1.0		0.0	-4.915564291389063	1.0	-6.5441364393092405	3.0	-5.410199637744848	1.0	-5.665381890615552	1.0		0.0	-5.210316705345439	1.0		0.0	-0.594154969254876	2.0		0.0	-2.3713412605874136	1.0		0.0	-5.300181983182995	3.0	-8.576312686855825	3.0		0.0	-3.9295816973809834	1.0
samp_83	-5.998022742713655	2.8979245011972794	-0.43305356384287275		0.0	-5.682770400377483	1.0	-9.395057548607781	1.0	-6.576472638652592	1.0	-5.737290109709783	2.0		0.0	-10.33258500507318	1.0	-9.396405440186909	2.0	-10.383846955679223	2.0		0.0	-8.806054336104204	3.0	-9.5459385820383	1.0		0.0		0.0	-4.811901498718695	2.0	-5.553934587014764	1.0	-5.518899017401449	1.0	-4.8922648884970625	1.0	-6.518302175332836	1.0	-5.391640691272226	1.0	-5.646361317864088	1.0	-5.203125211932517	2.0	-5.191592042228854	1.0	-4.849687672953201	2.0		0.0		0.0		0.0	-5.405461884824772	1.0	-5.279064686068719	1.0		0.0	-1.8087730076723225	3.0		0.0
samp_84	-5.781557288287336	2.5453665057730674	-0.117285910277363	-4.598807589153743	2.0	-5.677650720501776	1.0	-9.461152035459813	1.0	-6.576327432954025	1.0		0.0		0.0		0.0	-9.487373860647326	1.0		0.0		0.0	-8.851527124319851	1.0	-9.641613217826741	1.0	-11.216628666808266	3.0	-4.899292175504894	2.0	-4.815793047558786	1.0		0.0	-5.514615131535963	1.0	-4.893995793512734	3.0		0.0	-5.388506795303986	1.0		0.0		0.0		0.0		0.0	-0.5640469569129506	1.0	-5.372514869754412	2.0	-2.336272299484862	1.0	-5.403566663778562	3.0	-5.278117089175822	2.0	-8.506884883682288	1.0	-1.8965571041672677	1.0	-3.904630465214424	2.0
samp_85	-5.559512498554134	2.8783550966756937	-0.3555089321193417	-4.628651071298192	1.0		0.0	-9.65529046217912	1.0	-6.647493111209049	1.0	-5.78373633330118	1.0		0.0	-10.812253906006546	2.0	-9.72222203700249	1.0		0.0		0.0	-9.013285161560908	2.0	-9.88415775524648	2.0	-11.760271198037499	1.0	-4.935401518158587	3.0	-4.849892613899028	3.0		0.0	-5.562032936392422	1.0		0.0	-6.5839664211929145	1.0	-5.433737605437213	2.0		0.0	-5.243734472656719	1.0	-5.2312268401325	2.0	-4.887489654105308	1.0		0.0		0.0	-2.298786523199699	2.0		0.0	-5.321022609624716	1.0	-8.663016567799456	1.0	-1.833095976137447	2.0		0.0
samp_86	-5.439227134725899	2.79243361140745	-0.2655444202230264		0.0	-5.737220661469691	1.0		0.0	-6.664594654619896	1.0	-5.7936672524446	3.0		0.0	-10.985883840993264	2.0	-9.808053928297117	1.0		0.0		0.0	-9.064040764246597	1.0	-9.976102668870178	1.0		0.0	-4.945051751633554	3.0	-4.859902803568013	2.0	-5.605900076975956	2.0	-5.571249698533321	1.0	-4.939761802111633	2.0	-6.5991986241184355	1.0		0.0		0.0	-5.25310891375532	2.0		0.0		0.0	-0.5428781612704894	1.0	-5.427075386647707	1.0		0.0	-5.458673069709013	1.0		0.0	-8.71228632720571	3.0	-1.8585467740620276	2.0	-3.92975499149417	1.0
samp_87	-5.640989024364244	2.6100443819118664	-0.14076624922972192	-4.617996718225528	1.0		0.0		0.0	-6.611496733882648	1.0		0.0		0.0	-10.663054136321932	1.0	-9.61597176372576	1.0		0.0		0.0	-8.93720068822013	1.0	-9.774714879505943	1.0	-11.512130658662311	2.0	-4.920040469622481	3.0	-4.836098810593921	3.0	-5.572999771784518	1.0	-5.538645546153415	1.0	-4.91471349031735	3.0		0.0	-5.411866045582507	2.0	-5.6679067978586755	1.0		0.0		0.0	-4.87259859436115	1.0	-0.5616298905531502	1.0		0.0	-2.338812592460325	3.0	-5.42724489087933	1.0		0.0	-8.588914349627093	3.0	-1.8925101287683035	1.0		0.0
samp_88	-6.029636624980406	2.3318924078884264	0.03895314546550437	-4.577942164394993	2.0		0.0		0.0	-6.529058317153874	1.0	-5.699409023716834	1.0		0.0	-10.211284567979403	2.0	-9.286788381411743	2.0	-10.29898128892646	2.0	-9.631384647335354	1.0	-8.722142892273633	2.0		0.0	-10.851720408202988	1.0	-4.874948357128343	1.0	-4.792524344969995	1.0	-5.517785952959292	1.0	-5.483784401496668	1.0		0.0	-6.471455626443344	2.0	-5.358944764756808	1.0		0.0	-5.174318678101582	1.0		0.0		0.0	-0.600950387284991	1.0	-5.343122077028988	3.0	-2.361144617466851	1.0	-5.37382836247631	3.0	-5.249764238593055	1.0	-8.386378867039818	1.0		0.0		0.0
samp_89	-5.60917242707339	2.52418860091178	-0.06472098389241787	-4.618351097978758	3.0	-5.700270875333797	1.0	-9.573391447391149	1.0		0.0	-5.755848372778622	1.0	-1.4248254161663232	2.0		0.0	-9.62658900754523	3.0		0.0		0.0		0.0		0.0	-11.576715233127333	2.0	-4.91938460032727	2.0	-4.835810885150128	2.0		0.0		0.0	-4.913963310236063	1.0	-6.547354075617152	1.0		0.0	-5.665851922985346	1.0	-5.222855908819334	2.0	-5.209633346502558	1.0	-4.8719792465963305	1.0	-0.5781130345385781	2.0		0.0		0.0		0.0	-5.299608563597475	3.0	-8.592393583575992	3.0		0.0		0.0
samp_90	-5.711664152707269	2.7257459896702194	-0.2160249358453651		0.0	-5.719062964874135	1.0		0.0	-6.62697080698962	1.0	-5.77446793934286	1.0	-1.3879773244043017	5.0	-10.628454118566955	1.0		0.0		0.0		0.0	-8.944835962648163	2.0	-9.768811229724422	2.0	-11.407978020201263	3.0		0.0		0.0	-5.589352594047945	1.0		0.0	-4.928822363820528	1.0		0.0	-5.427625157581128	1.0	-5.6838933746438345	1.0	-5.239411019940418	1.0	-5.226776823431747	3.0	-4.8864755167468354	2.0	-0.5497491926381495	1.0		0.0		0.0		0.0		0.0	-8.596986252096686	2.0	-1.8715671590878502	2.0	-3.926659652338256	1.0
samp_91	-5.910505339525256	2.480807046243946	-0.04017638660894936		0.0	-5.681867077880607	1.0	-9.412973836841301	1.0		0.0	-5.736524126250956	2.0	-1.4303718215929657	1.0	-10.377774468622952	1.0	-9.42335993369764	3.0	-10.409814129081393	2.0		0.0		0.0	-9.574450547405153	1.0		0.0	-4.906552799658072	1.0		0.0	-5.553662013006157	1.0	-5.519466761228538	2.0	-4.901238856523439	1.0	-6.5153044092413275	3.0	-5.393839068031499	1.0		0.0	-5.207987289835079	2.0	-5.195215312171277	1.0		0.0	-0.5828582155953749	2.0		0.0	-2.357208674004991	2.0	-5.408795887637225	1.0	-5.283880489042185	1.0	-8.475112594027177	2.0		0.0		0.0
samp_92	-6.485085419165558	2.6693881437931397	-0.20443195889297264	-4.604028828920941	1.0	-5.678880335908483	2.0		0.0	-6.553408423451946	1.0	-5.732500816378232	1.0	-1.38695918704365	2.0	-9.994923917675392	1.0		0.0	-10.19346056661383	2.0	-9.487389353763415	1.0		0.0		0.0		0.0	-4.904397678323553	2.0	-4.820723311551075	3.0	-5.551821109915571	2.0	-5.517244353907991	1.0	-4.899399057948084	1.0		0.0	-5.39175491970895	1.0	-5.642796522456945	2.0		0.0	-5.194237219240503	1.0	-4.857491628822153	2.0	-0.5482872290362863	1.0		0.0	-2.3214792890387455	1.0	-5.405517953623641	1.0		0.0	-8.33840729617164	1.0	-1.8709481742803966	2.0		0.0
samp_93	-5.8633712327407235	2.6456716885592333	-0.2272314944566478		0.0		0.0	-9.414503292258203	3.0		0.0	-5.722930375749752	1.0	-1.3784867635969194	2.0	-10.394958227937108	2.0	-9.428674735386188	3.0	-10.419228379551079	2.0	-9.769944101967821	2.0		0.0	-9.58072361847265	1.0	-11.090246601778981	1.0	-4.888574965604698	1.0	-4.804683283446326	2.0		0.0		0.0	-4.883419987839545	1.0	-6.504215373820926	1.0	-5.378806560124508	1.0	-5.632845330597434	1.0	-5.191846770803857	2.0	-5.179475868411721	1.0	-4.841353369189064	1.0		0.0		0.0		0.0	-5.393446674773148	2.0		0.0	-8.472298173826674	1.0	-1.8611791332463592	1.0		0.0
samp_94	-5.5197759765730705	2.8676604712858307	-0.2955231893366048	-4.655442081826433	1.0	-5.756128628491519	1.0	-9.720466537287315	3.0		0.0	-5.8124241912457455	3.0	-1.374595231825959	1.0		0.0	-9.79820124827166	2.0		0.0	-10.135695624939864	1.0	-9.071231223956785	2.0	-9.96172400058568	1.0		0.0	-4.962495531322606	1.0		0.0	-5.624844006672354	1.0	-5.590022142494877	1.0		0.0	-6.616731656980897	3.0	-5.461534339547382	2.0		0.0		0.0	-5.258481594875325	2.0		0.0		0.0		0.0	-2.319720917511082	2.0		0.0	-5.348873078936461	1.0	-8.720283364412994	1.0	-1.852421312601791	1.0	-3.9421697982637682	2.0
samp_95	-5.955367079136347	2.7273066620703963	-0.2540066887049019		0.0	-5.69260496194082	1.0	-9.421779229464322	1.0		0.0	-5.747246052884345	2.0	-1.3763469258000116	1.0	-10.374920857745686	2.0		0.0	-10.411031602672667	1.0		0.0	-8.827664580976398	2.0		0.0	-11.029761204145201	1.0		0.0	-4.82711862809124	1.0	-5.563986775561003	2.0		0.0		0.0		0.0	-5.402791444886155	1.0	-5.656940186424286	1.0		0.0	-5.203283435558177	2.0	-4.864096661605519	1.0	-0.5403973954311196	1.0	-5.385933711033842	1.0	-2.3122670766910187	1.0	-5.417192748635141	2.0	-5.291421151276333	2.0	-8.485938033004508	2.0	-1.857326253101145	3.0	-3.9066377715973424	1.0
samp_96	-5.842651454476332	2.71208689382566	-0.23211619321217708	-4.6144788342383585	1.0	-5.699567008895104	1.0	-9.478953362065596	2.0		0.0		0.0	-1.3819778965450775	2.0	-10.475632392254282	3.0	-9.502654029202562	2.0	-10.476000442865994	2.0	-9.840825931843643	2.0	-8.872386165284986	1.0	-9.655648770716077	1.0	-11.175707212822397	1.0		0.0		0.0		0.0	-5.535952073656429	1.0	-4.912080078347905	2.0	-6.53911752387947	1.0	-5.409229798688233	2.0		0.0	-5.221624895656946	1.0	-5.209246481416716	2.0		0.0		0.0		0.0	-2.318665606262183	1.0		0.0		0.0	-8.527712840285611	2.0	-1.864455678741611	1.0	-3.912410485750355	1.0
samp_97	-6.033898704310482	-11.79104750813486	14.066300236476266	-4.5779988877374365	2.0		0.0	-9.216085101611503	1.0	-6.4853442636581375	3.0		0.0		0.0	-10.110481518203972	1.0	-9.194217543805403	1.0	-10.227636900839732	2.0	-9.54054113218799	2.0	-8.648619163156924	1.0	-9.339539701227736	2.0	-10.75590248649233	1.0	-4.862873891305473	1.0	-4.7845202818552	2.0		0.0		0.0		0.0	-6.427885896987368	2.0	-5.332035935017687	1.0	-5.579364778022704	2.0	-5.152784532154885	2.0		0.0		0.0		0.0	-5.3190036028074275	3.0		0.0		0.0	-5.22765679377465	1.0	-8.316872368205335	1.0		0.0	-3.9397084444517403	1.0
samp_98	-5.557948967012592	2.8593555124739765	-0.30222174383560896	-4.647694328836846	2.0		0.0		0.0		0.0		0.0	-1.3721740765240267	1.0	-10.847763708953375	3.0	-9.757859490599959	1.0		0.0	-10.094589388360681	2.0		0.0	-9.919721071091056	1.0	-11.79394177126772	1.0	-4.954323047193149	1.0		0.0	-5.615714706158417	2.0	-5.580889890324828	1.0		0.0		0.0		0.0	-5.711482003665664	2.0	-5.262624441645222	1.0	-5.249950636395048	3.0	-4.906382996274229	5.0		0.0		0.0	-2.3158144689509683	1.0		0.0	-5.340035815972524	1.0	-8.692929606788951	2.0	-1.8496214330851954	1.0	-3.935377199364305	1.0
samp_99	-5.683471830966683	2.6636785277213537	-0.16621268433759737	-4.628566828213477	2.0	-5.71494462563427	1.0	-9.570318446363807	2.0		0.0	-5.7704048559843875	2.0		0.0	-10.645154962118434	2.0	-9.61750102936019	1.0		0.0		0.0		0.0	-9.774840600944021	1.0	-11.44964190274257	2.0		0.0		0.0	-5.585288714485495	1.0	-5.550830416700447	1.0	-4.926032619267753	2.0	-6.561462145139609	2.0		0.0		0.0	-5.236053177411097	2.0	-5.2232292627190775	2.0		0.0	-0.5582187031100064	2.0	-5.4078430550592	2.0	-2.337659786715091	1.0		0.0	-5.312762017725253	2.0		0.0	-1.8862961652070833	2.0		0.0
