run	log_tbg	log_alphap	log_betap	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight
samp_09	-6.113923147451566	2.5127787984759973	-0.10686348582888731	-4.585978054966189	2.0		0.0	-9.293585694392311	1.0	-6.5416216569828745	1.0		0.0	-1.4083415715005752	1.0		0.0	-9.27422474454854	1.0	-10.287142070900819	1.0	-9.619111326358121	1.0	-8.722797159241573	1.0		0.0		0.0	-4.884928466093757	3.0	-4.8018120476842086	1.0	-5.530850892512353	1.0	-5.496569176467613	1.0		0.0		0.0		0.0	-5.623070932096486	6.0	-5.185773418250495	1.0		0.0	-4.838019211869681	1.0		0.0	-5.3548109603766765	3.0		0.0	-5.38570652507092	1.0	-5.261211393800717	4.0		0.0		0.0	-3.8948499246062873	1.0
samp_10	-5.516323463907251	2.600836899278595	-0.11090951216628774		0.0		0.0	-9.648776652906802	1.0		0.0		0.0	-1.4139050643344826	3.0	-10.836963747571449	1.0	-9.71827163663396	1.0		0.0	-10.061291065968215	1.0	-9.00231060831209	1.0	-9.882194965395913	1.0		0.0		0.0		0.0		0.0	-5.553881424085237	2.0	-4.928250887365888	3.0		0.0		0.0	-5.684131742943412	1.0	-5.238691792640408	1.0	-5.225380145617805	2.0	-4.886047782574475	1.0	-0.5693191824842301	2.0	-5.411299632148095	3.0	-2.350256837226011	4.0	-5.442554846162665	1.0	-5.315867267907052	2.0	-8.651902927552717	1.0		0.0		0.0
samp_11	-5.50521372392524	2.6440155914771255	-0.13962613129476445		0.0	-5.725776449047288	1.0		0.0	-6.645507830832698	1.0		0.0	-1.4071075106287105	3.0	-10.86628052893138	2.0	-9.740180864447918	1.0		0.0	-10.082868145028304	1.0		0.0		0.0		0.0	-4.9394059644380475	5.0	-4.8551388906073	1.0	-5.595251379559731	1.0	-5.560878877271629	1.0	-4.9340137139670714	2.0	-6.581297012684138	1.0	-5.433524356629711	3.0		0.0		0.0		0.0	-4.891710883031314	1.0	-0.5640898652383047	1.0		0.0	-2.3458357551060374	2.0	-5.449289857265807	2.0	-5.322357338110537	1.0		0.0		0.0	-3.9349624374415897	2.0
samp_12	-5.668089769130964	2.5042166175275544	-0.05173351708019338	-4.615030222823165	1.0		0.0	-9.537680480512744	3.0	-6.600415686981406	1.0		0.0		0.0	-10.616793738242118	3.0		0.0		0.0	-9.922017383219217	2.0	-8.913121880416936	1.0		0.0		0.0		0.0	-4.832103725988335	3.0	-5.565663972275974	1.0	-5.531482251529501	1.0	-4.910123709637208	1.0	-6.538785261292135	3.0	-5.405216057973697	1.0		0.0	-5.218427266763876	1.0		0.0	-4.868212830880904	1.0	-0.5808263484162397	1.0	-5.389639029528862	2.0	-2.357288797107438	3.0	-5.420684356369741	2.0	-5.294975690522843	1.0		0.0		0.0		0.0
samp_13	-6.1529180749864745	2.6640556551799826	-0.21576776405355322	-4.5983256509370865	1.0	-5.676406539941385	1.0	-9.313965810646996	1.0		0.0	-5.730558100264058	1.0		0.0		0.0	-9.29392315890468	2.0	-10.302689765221157	2.0	-9.638680730280349	1.0		0.0		0.0	-10.810232215879763	2.0		0.0	-4.815503663678076	1.0	-5.548598186891657	3.0		0.0		0.0	-6.503908764240075	2.0		0.0	-5.640648786023931	1.0		0.0	-5.189741609908733	2.0	-4.852251714425237	4.0	-0.5452524205423936	1.0	-5.371210751447012	2.0		0.0	-5.40232019009508	1.0	-5.2772846306271335	1.0	-8.40876875437158	1.0	-1.8665905207475688	2.0		0.0
samp_14	-5.847933882457391	2.7349031959762393	-0.2835202653411299	-4.598358682690433	1.0		0.0	-9.450877661954149	1.0	-6.582048107542747	2.0		0.0	-1.3682502538040102	1.0		0.0	-9.470678584254488	2.0	-10.451937119203489	1.0		0.0	-8.846898718632819	1.0	-9.623380412482108	1.0	-11.141721353488194	1.0		0.0	-4.816909790000893	2.0	-5.55491800159041	1.0	-5.520268775316002	1.0		0.0	-6.522493776653855	1.0	-5.3935024852166755	1.0		0.0		0.0	-5.193593469862311	2.0	-4.853944378221623	4.0		0.0	-5.376722862074322	2.0	-2.302063806723974	1.0	-5.408037378811926	1.0		0.0	-8.503072939088293	1.0	-1.847355365273087	2.0	-3.895510762066003	2.0
samp_15	-6.0244821277096685	2.6299448839202864	-0.21227456555039811	-4.58601069815903	3.0		0.0	-9.34199612679278	1.0	-6.552170923157253	1.0	-5.718441983120041	2.0	-1.3818540578978011	3.0	-10.263485988775445	1.0		0.0	-10.3360696567349	1.0	-9.67836855841441	1.0	-8.760160181202249	1.0		0.0		0.0		0.0		0.0	-5.536059873680679	1.0	-5.501581211619718	2.0	-4.881668231519929	1.0	-6.494366036310656	1.0		0.0	-5.628549531524611	1.0		0.0		0.0		0.0		0.0	-5.358928437494081	2.0		0.0	-5.390019673282286	3.0	-5.264894612203633	3.0	-8.422406431750982	2.0	-1.8653793303907156	1.0	-3.8892446078202494	1.0
samp_16	-5.71326759400316	2.5047735027541727	-0.04294414843941113		0.0	-5.6983503170073115	2.0		0.0	-6.601780280532654	1.0	-5.753600281340853	1.0	-1.4312368012439483	1.0	-10.578933400153366	2.0	-9.563173922691039	1.0	-10.543530368467366	1.0		0.0	-8.904280959214443	1.0	-9.719498006478277	2.0		0.0	-4.919536526413267	1.0	-4.836152930192501	2.0	-5.5692640411964565	1.0	-5.535075546689522	1.0		0.0		0.0	-5.408899216330363	1.0	-5.6637759428999574	2.0		0.0	-5.209163466184895	1.0		0.0	-0.583416291724498	6.0		0.0		0.0		0.0	-5.298687650239809	3.0	-8.557509133824993	1.0	-1.9244388642606514	1.0		0.0
samp_17	-5.960490279058308	2.6854688585580435	-0.2364947677022278	-4.599111805442473	1.0	-5.680735205350745	1.0	-9.397806616258206	3.0	-6.573140237690296	1.0	-5.73530046174556	1.0	-1.3785387458677565	2.0	-10.345732319762215	1.0	-9.40244624334374	1.0	-10.390285317237169	1.0		0.0		0.0		0.0	-11.000865247025471	1.0	-4.900958025118643	1.0	-4.816913460596527	1.0		0.0	-5.517726932962151	2.0	-4.895855293262852	1.0	-6.5146204939843155	1.0		0.0	-5.645154960400355	1.0	-5.204394491305057	1.0	-5.192187148341232	1.0	-4.853739736705127	1.0		0.0		0.0		0.0	-5.405832749472505	2.0	-5.280291264000505	3.0	-8.46549865768158	1.0	-1.8606843096301888	1.0	-3.8992014084102906	2.0
samp_18	-5.426271480839555	2.7881681273791736	-0.24347979785589832		0.0	-5.74752661198035	2.0	-9.746743798612234	1.0	-6.676955829589763	1.0	-5.8041009507093895	2.0	-1.3843073379862796	2.0		0.0	-9.834915006677898	2.0		0.0		0.0	-9.084549133479982	1.0		0.0		0.0		0.0		0.0	-5.616047526547213	1.0	-5.581420431683774	1.0	-4.949559737328248	2.0	-6.611142876772332	1.0	-5.453082781225427	3.0	-5.712906657316358	1.0		0.0	-5.249939569806335	1.0	-4.906867224682315	4.0	-0.5476326951921334	1.0	-5.4372831446212695	1.0		0.0	-5.468886315215662	1.0	-5.340905845160888	1.0	-8.732658712245904	1.0	-1.8661347576152516	2.0		0.0
samp_19	-6.321415640478943	2.527013939482793	-0.09803758262036055	-4.595280244255721	1.0		0.0	-9.228802685194415	1.0	-6.543077771439397	1.0	-5.719840185141101	1.0	-1.4123912066156015	3.0		0.0	-9.187380903591405	1.0	-10.222566670243808	2.0	-9.534057365229042	2.0	-8.679077320101092	1.0		0.0		0.0	-4.893989774933602	1.0	-4.810919126046402	2.0	-5.5389550199612065	2.0	-5.504638714590226	3.0	-4.8888419179695495	3.0	-6.487243684862584	1.0		0.0		0.0	-5.194383865293838	1.0		0.0	-4.847167444686192	1.0	-0.56805978066607	1.0		0.0		0.0	-5.393730648729921	1.0	-5.269528936869578	2.0		0.0		0.0	-3.9040986857278206	1.0
samp_20	-5.6083663168427895	2.680659530804757	-0.1767067267302435		0.0	-5.7207070944012015	1.0	-9.613482772487897	1.0		0.0		0.0	-1.3973651194939805	1.0	-10.73453944452071	3.0	-9.671663089129163	1.0		0.0		0.0	-8.978770915271026	2.0	-9.831615555151947	1.0	-11.617211327695573	1.0	-4.9352605783101495	1.0	-4.850920666085066	1.0	-5.590631699816611	3.0		0.0	-4.929961538010001	1.0	-6.571262400984248	1.0		0.0	-5.685898009494884	1.0	-5.240682529475503	2.0	-5.227737443319057	1.0		0.0	-0.5566371235414859	1.0	-5.413007891519784	2.0	-2.3364541438592665	2.0	-5.444332164176512	3.0		0.0		0.0	-1.8835780989216235	1.0	-3.929752881011491	1.0
samp_21	-5.995754901096271	2.698753924460773	-0.24069317710983887	-4.602525373922039	2.0	-5.684291702045382	1.0	-9.390277445652275	3.0	-6.575639711660143	1.0	-5.738796074660412	1.0	-1.378217899588281	1.0	-10.327408191279888	2.0	-9.391235186492928	1.0	-10.379842426367864	2.0		0.0		0.0	-9.540651655940314	1.0		0.0	-4.904485603439225	2.0	-4.820395684243804	2.0	-5.5559089897311145	2.0	-5.521316871723289	1.0		0.0		0.0		0.0	-5.648632284199571	1.0		0.0	-5.195823416872691	1.0	-4.857272115996367	1.0		0.0	-5.37814148963039	1.0	-2.312570577086811	1.0	-5.409346568277354	1.0	-5.283817035319693	1.0	-8.461683000058688	1.0	-1.8600731044536036	1.0	-3.9020513115770363	1.0
samp_22	-6.437988126922315	2.5724305082166596	-0.18449350912177026	-4.571195145611214	2.0		0.0		0.0	-6.515279203941177	1.0		0.0		0.0	-9.944769121992875	1.0		0.0	-10.14986468534624	2.0		0.0	-8.617730027429154	2.0		0.0	-10.527502280168706	1.0		0.0	-4.786942658915557	1.0		0.0		0.0	-4.865111722545888	3.0	-6.4602933489968	3.0	-5.355782522914309	2.0	-5.606280214121536	1.0	-5.170618698991487	2.0	-5.158745270842643	1.0		0.0	-0.5467214104833924	1.0	-5.338770353816247	3.0		0.0	-5.369683168211797	1.0	-5.245553706587464	1.0	-8.296191081244304	1.0	-1.8708337938314865	2.0	-3.878610234480899	1.0
samp_23	-5.925087008083815	2.828189215787203	-0.3278291356440291	-4.6159652042400685	1.0	-5.705083247665906	1.0		0.0		0.0	-5.759863764641306	2.0	-1.3624795544915498	1.0	-10.427113231825986	2.0	-9.474451500196196	1.0	-10.446649754803136	1.0	-9.81296477662795	1.0		0.0		0.0	-11.090630904478811	2.0	-4.9202772956399246	1.0	-4.835417042590986	2.0	-5.576037236976136	1.0	-5.541193969434001	1.0	-4.915283625530061	2.0		0.0	-5.414081562460916	2.0		0.0		0.0		0.0	-4.872820496485553	2.0		0.0	-5.396902148902505	2.0	-2.300389901085953	1.0	-5.428345270992315	2.0	-5.3020079192792195	1.0		0.0	-1.838368300826414	2.0	-3.9082610403791938	1.0
samp_24	-6.594083904027269	2.338498952458128	0.03690736317022122	-4.576079346712979	1.0	-5.637762231381594	1.0		0.0	-6.5049786592024414	1.0	-5.691105737651331	1.0		0.0		0.0		0.0	-10.088882829334265	2.0	-9.357535488232791	1.0	-8.57188244844402	1.0	-9.145902963073723	1.0		0.0	-4.871976644244231	2.0		0.0		0.0	-5.477584992633851	1.0	-4.866753360367607	1.0	-6.450682749728643	3.0	-5.35344784533759	1.0	-5.602424131196031	1.0		0.0	-5.157547528333184	1.0	-4.825470324318903	2.0	-0.6002316215138707	4.0		0.0	-2.3609525744806548	1.0	-5.367637472156905	1.0	-5.244473413851909	1.0	-8.256927109802357	1.0		0.0	-3.8935826821910147	3.0
samp_25	-5.313518923842373	2.6563665819792273	-0.06035525979597816		0.0	-5.78410252453208	3.0		0.0		0.0	-5.841384460514362	2.0		0.0		0.0	-9.968922158938042	2.0		0.0		0.0	-9.175119679287345	1.0	-10.145539486176183	1.0		0.0	-4.99155231561977	2.0	-4.906914426360835	2.0	-5.651890162083083	5.0	-5.617590585335598	3.0		0.0	-6.65628847610366	2.0		0.0		0.0		0.0	-5.285438155770698	1.0	-4.943432838743796	1.0	-0.5856903371895221	2.0		0.0	-2.382439238170542	1.0	-5.505992431985085	1.0		0.0	-8.822040969232013	1.0		0.0	-3.982174554595744	2.0
samp_26	-6.05372562703326	2.7844718959718135	-0.30631363531381534	-4.6064417704082565	1.0	-5.691303836628491	1.0	-9.382685776456158	1.0	-6.581840710406174	1.0		0.0		0.0	-10.304170038242027	1.0		0.0	-10.36810453028643	1.0	-9.72031342573853	1.0	-8.798500471343695	1.0		0.0	-10.931343095957116	2.0		0.0	-4.8250670675007	2.0	-5.562865681397018	1.0	-5.528090537280019	1.0	-4.904603568392638	2.0	-6.524008958631	2.0	-5.401459013026476	1.0	-5.65529013441537	1.0	-5.2139432626226325	2.0	-5.202077750945124	1.0	-4.862303962598383	2.0		0.0		0.0	-2.3011933248587217	1.0	-5.41554374171066	1.0	-5.289789398296652	3.0		0.0	-1.8425750991729535	1.0	-3.9018180477085793	1.0
samp_27	-5.553174168020695	2.5607598871250867	-0.07252211017747952		0.0	-5.716963589182732	2.0		0.0	-6.631804875459792	2.0	-5.7728265540344825	3.0	-1.4245158863989822	1.0	-10.786582228339674	2.0	-9.691980212854508	2.0		0.0		0.0		0.0		0.0	-11.749252786649274	1.0	-4.93381557231559	3.0	-4.850011169902272	3.0	-5.5869349637275985	1.0		0.0		0.0		0.0	-5.425833990617699	2.0	-5.682625454131219	2.0		0.0	-5.224851283765733	1.0	-4.886284127116546	2.0	-0.5778009840272046	1.0		0.0		0.0	-5.4415893887392315	2.0	-5.315197807671922	1.0		0.0		0.0	-3.9352144951359773	1.0
samp_28	-5.72201223877752	2.6458323493044533	-0.15678747908832663		0.0		0.0	-9.544057722540334	1.0	-6.615081453914068	1.0	-5.764887007563518	1.0		0.0	-10.597308549205389	2.0		0.0		0.0	-9.92232256909947	1.0		0.0		0.0	-11.37077730816652	1.0	-4.927121367290857	1.0		0.0		0.0	-5.545734656003107	3.0	-4.9218518246795755	1.0		0.0		0.0	-5.674625355712688	2.0	-5.231410655520377	1.0	-5.218635004659791	4.0	-4.879686139357007	1.0	-0.5595638801478666	1.0	-5.402889782159236	4.0	-2.338336616965919	2.0	-5.434116977514643	1.0	-5.307979142624006	1.0		0.0	-1.8886560760242102	1.0	-3.9252052553062855	2.0
samp_29	-6.534887969870779	2.4872155251981347	-0.0899214741256094	-4.580057782496678	1.0	-5.647168519037629	1.0	-9.122966344175259	1.0	-6.517338898718187	2.0	-5.700618373949866	1.0	-1.4121422278719729	1.0		0.0		0.0	-10.124682465988196	2.0	-9.403064153932057	1.0		0.0		0.0	-10.47024684484	1.0	-4.877800130538964	1.0		0.0	-5.520671592435352	1.0	-5.486394669851251	1.0	-4.872678628726452	1.0	-6.462757075461364	1.0	-5.361699580391873	1.0	-5.611512024883162	3.0	-5.177183811844786	4.0		0.0		0.0		0.0	-5.344921027815519	2.0	-2.3354467381837725	1.0	-5.37569783917961	1.0	-5.2519830107142145	2.0	-8.282566267164565	1.0		0.0	-3.891331019294909	1.0
samp_30	-5.808086568578697	2.42750323126591	0.007769872196218416	-4.608475469650544	1.0	-5.682862532020285	1.0	-9.455215879986236	1.0		0.0		0.0		0.0	-10.461146373920895	1.0	-9.478686297402861	1.0	-10.463613772200057	1.0	-9.818748434034946	1.0	-8.848191752543551	3.0	-9.632271101084621	1.0	-11.18307080998628	1.0		0.0	-4.82446354227359	1.0		0.0	-5.520290522510806	2.0	-4.902033936015184	1.0		0.0	-5.39464596344749	1.0	-5.6482712369816515	1.0	-5.2087935420459	2.0	-5.195767748322969	1.0	-4.860333750331348	2.0		0.0	-5.379004333705991	1.0	-2.3681434005181137	1.0	-5.409897714968204	1.0	-5.284897750382921	2.0	-8.504074807744093	4.0		0.0		0.0
samp_31	-6.0470016320841316	2.360738909908629	-0.004707740624758258	-4.568886697310385	2.0	-5.636625724617673	1.0	-9.278805278466582	3.0	-6.519612138817724	2.0		0.0	-1.4345962810502888	1.0	-10.182765833842216	1.0	-9.262846433859803	1.0	-10.279962119111747	2.0	-9.607977986910301	2.0	-8.705114325674602	1.0	-9.409426293189846	1.0	-10.819753945355998	2.0	-4.866135534676681	1.0	-4.783613990629206	2.0		0.0		0.0		0.0	-6.462228366213689	1.0	-5.350362891495659	2.0		0.0	-5.165651587949149	1.0		0.0		0.0	-0.5876613899066687	2.0	-5.334401227336973	1.0	-2.347357527752227	1.0	-5.365133744651234	1.0	-5.241048982704153	1.0		0.0		0.0		0.0
samp_32	-5.819834969745174	2.3544647392396003	0.04714141218757223		0.0		0.0	-9.419908401668932	1.0	-6.560250192964753	2.0	-5.720877729476921	2.0		0.0	-10.416508327023774	1.0	-9.438081210948797	1.0	-10.432378660290585	1.0	-9.779818087942328	2.0	-8.81663364835743	1.0	-9.591099565775576	3.0	-11.1348746964754	3.0		0.0		0.0	-5.537878027791567	1.0	-5.503886748943202	1.0	-4.887245021972468	1.0	-6.500614056074911	1.0	-5.378550335181998	1.0	-5.6316083356022	1.0		0.0		0.0	-4.845681882657513	1.0		0.0		0.0	-2.370498841651032	1.0	-5.3938401186864	1.0	-5.269169980730551	4.0		0.0		0.0	-3.908849493416492	2.0
samp_33	-6.655108563062297	2.3922856035228786	-0.052011830612023045	-4.555456923148856	2.0	-5.618173244500047	1.0	-9.038061282453377	1.0		0.0		0.0		0.0		0.0	-8.961407525285246	1.0	-10.04297319246537	4.0	-9.301243298259024	1.0	-8.534469269413906	1.0	-9.089434069788721	1.0	-10.33350739661834	1.0		0.0		0.0		0.0	-5.4579755389657	1.0		0.0	-6.429934933285794	3.0	-5.3337449362303255	2.0	-5.582612888188929	1.0		0.0	-5.137880032399313	1.0	-4.80530456693457	1.0	-0.573703213358269	1.0	-5.317083169765909	1.0	-2.3319955638948366	1.0	-5.34772568614852	4.0		0.0		0.0	-1.9084337967808462	1.0	-3.8710983267841677	2.0
samp_34	-5.768939628426441	2.602428618778469	-0.11515249435510079	-4.6259454608502395	1.0	-5.708063977293363	2.0	-9.520101922050412	3.0	-6.610505309231415	2.0		0.0	-1.412171913512985	1.0		0.0	-9.554559849493332	2.0	-10.525414137060636	1.0	-9.891839867302169	2.0		0.0	-9.70941414656862	1.0		0.0	-4.927444879365542	1.0		0.0	-5.578937374665341	2.0	-5.544575933536121	2.0	-4.922152896640436	1.0	-6.549775111481077	1.0	-5.418120080691019	2.0		0.0		0.0	-5.21818547896015	1.0	-4.880099288116074	1.0	-0.5680244073196381	2.0	-5.402096105307558	1.0	-2.3480437239286274	1.0	-5.433239682125706	1.0		0.0		0.0	-1.9019560835975826	1.0		0.0
